NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Centric diatom,Ciliate,Cyanobacteria,Dinoflagellate,Flagellate,Foraminifera,Pennate diatom,Radiozoa,Silicoflagellate
PHB20090924,Port Hacking,-34.11923,151.22667,2009-09-25T08:45:00Z,2009,9,25,08:45:00,1121468038.34,0,0,2716378323.52,131956073.87,0,114038058.5,0,0
PHB20090920,Port Hacking,-34.11923,151.22667,2009-09-21T09:17:00Z,2009,9,21,09:17:00,744666779.57,0,0,749502685.71,97994046.07,0,33507990.8,0,0
ESP20090917,Esperance,-33.93333,121.85,2009-09-17T09:40:00Z,2009,9,17,09:40:00,139851816.31,0,0,59444837.44,28391923.28,0,13746946.42,0,0
NSI20090916,North Stradbroke,-27.345,153.562,2009-09-17T08:30:00Z,2009,9,17,08:30:00,575829541.23,0,219861.03,3242354.41,64587286.46,0,1930600,0,0
YON20090909,Yongala,-19.30847,147.61842,2009-09-09T10:40:00Z,2009,9,9,10:40:00,1926196079.36,0,476938.13,680349428.49,24605535.02,0,72794375.6,0,0
MAI20090907,Maria Island,-42.59667,148.23333,2009-09-07T11:25:00Z,2009,9,7,11:25:00,144352706.66,720994.91,0,9816622.85,73118347.4,0,841487.5,0,0
MAI20090820,Maria Island,-42.59667,148.23333,2009-08-20T11:30:00Z,2009,8,20,11:30:00,145846716.04,24026094.92,19466.86,22379673.54,51316701.11,0,2360684.95,0,0
PHB20090819,Port Hacking,-34.11923,151.22667,2009-08-20T09:19:00Z,2009,8,20,09:19:00,262650828.3,0,0,9048124952,103316619.49,0,3902443.72,0,0
MAI20090716,Maria Island,-42.59667,148.23333,2009-07-16T11:36:00Z,2009,7,16,11:36:00,11456027.85,0,0,3040787.9,71901701.23,0,1275712.5,0,0
PHB20090714,Port Hacking,-34.11923,151.22667,2009-07-15T09:15:00Z,2009,7,15,09:15:00,1110803199.06,0,0,26609895.17,77444513.19,0,45281891.35,0,0
PHB20090623,Port Hacking,-34.11923,151.22667,2009-06-24T09:10:00Z,2009,6,24,09:10:00,41595624.82,0,0,14580143.32,98329738.06,0,7819626.28,0,0
ESP20090623,Esperance,-33.93333,121.85,2009-06-23T09:20:00Z,2009,6,23,09:20:00,176649960.3,0,0,11938853.19,18863480.82,0,2290626.59,0,0
KAI20090601,Kangaroo Island,-35.83217,136.44733,2009-06-02T08:00:00Z,2009,6,2,08:00:00,179995934.56,0,94471.54,18100363.92,47415428.83,0,3026840.78,0,0
MAI20090601,Maria Island,-42.59667,148.23333,2009-06-01T11:20:00Z,2009,6,1,11:20:00,32044.22,0,0,425547.22,114924467.28,0,3081405,0,0
PHB20090518,Port Hacking,-34.11923,151.22667,2009-05-19T09:25:00Z,2009,5,19,09:25:00,1741734307.3,0,0,617135946.12,54078741.23,0,3258425,0,0
ESP20090512,Esperance,-33.93333,121.85,2009-05-12T12:10:00Z,2009,5,12,12:10:00,291822915.57,0,0,31069596.42,52657711.56,0,3369776.13,0,0
MAI20090506,Maria Island,-42.59667,148.23333,2009-05-06T11:20:00Z,2009,5,6,11:20:00,10566525.38,25595319.13,808435.83,9126951.46,50653871.43,0,1941519.07,0,0
PHB20090422,Port Hacking,-34.11923,151.22667,2009-04-23T09:38:00Z,2009,4,23,09:38:00,39780762.4,0,1855632.49,28907210.98,69534971.32,0,5386600,0,0
MAI20090421,Maria Island,-42.59667,148.23333,2009-04-21T11:45:00Z,2009,4,21,11:45:00,298451.05,0,0,21624571.37,123497833.67,0,11428500,0,0
PHB20090318,Port Hacking,-34.11923,151.22667,2009-03-19T09:39:00Z,2009,3,19,09:39:00,1612213062.72,0,196872.97,5077159.12,78163479.15,0,11243287.05,0,0
PHB20090223,Port Hacking,-34.11923,151.22667,2009-02-24T09:27:00Z,2009,2,24,09:27:00,352787336.39,0,63553.58,2461319.52,51495176.13,0,1099300,0,0
KAI20090205,Kangaroo Island,-35.83217,136.44733,2009-02-05T14:05:00Z,2009,2,5,14:05:00,33693446.73,2099367.52,0,1348787758.28,82966053.97,0,677737.5,0,0
KAI20090114,Kangaroo Island,-35.83217,136.44733,2009-01-15T08:00:00Z,2009,1,15,08:00:00,32337860.67,0,0,1187730175.77,50151884.62,0,1394874.7,0,0
