NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Acanthostomella norvegica,Actinoptychus senarius,Akashiwo sanguinea,Alexandrium pseudogonyaulax,Amphisolenia bidentata,Asterionellopsis glacialis,Asteromphalus hyalinus,Bacillaria paxillifera,Bacteriastrum comosum,Bacteriastrum delicatulum,Bacteriastrum elongatum,Bacteriastrum furcatum,Bacteriastrum hyalinum,Cerataulina pelagica,Ceratocorys horrida,Ceratoperidinium falcatum,Chaetoceros aequatorialis,Chaetoceros affinis,Chaetoceros anastomosans,Chaetoceros atlanticus,Chaetoceros brevis/laciniosus,Chaetoceros coarctatus,Chaetoceros coarctatus (+ciliates),Chaetoceros compressus,Chaetoceros concavicorne,Chaetoceros convolutus,Chaetoceros criophilus,Chaetoceros curvisetus,Chaetoceros danicus,Chaetoceros debilis,Chaetoceros decipiens < 15 µm cell width,Chaetoceros decipiens > 15 µm cell width,Chaetoceros densus,Chaetoceros dichaetus,Chaetoceros didymus,Chaetoceros eibenii,Chaetoceros laeve,Chaetoceros lorenzianus,Chaetoceros messanense,Chaetoceros minimus,Chaetoceros neglectus,Chaetoceros peruvianus < 40 µm cell width,Chaetoceros peruvianus > 40 µm cell width,Chaetoceros radicans,Chaetoceros similis,Chaetoceros simplex,Chaetoceros socialis,Chaetoceros subtilis,Cladopyxis brachiolata,Climacocylis scalaroides,Climacodium frauenfeldianum,Codonellopsis morchella,Codonellopsis pusilla,Corethron pennatum,Coscinodiscus jonesianus,Coscinodiscus radiatus,Coscinodiscus wailesii,Cylindrotheca closterium,Cymatosira lorenziana,Cyttarocylis ampulla,Dactyliosolen blavyanus,Dactyliosolen fragilissimus,Dactyliosolen phuketensis,Dadayiella ganymedes,Detonula pumila,Dictyocha crux,Dictyocha fibula,Dictyocha fibula var. pentagona,Dictyocha speculum,Dictyocysta elegans,Dinophysis acuminata,Dinophysis acuta,Dinophysis caudata,Dinophysis dens,Dinophysis fortii,Dinophysis miles,Dinophysis tripos,Dinophysis truncata,Ditylum brightwellii < 40 µm width,Ditylum brightwellii > 40 µm width,Epiplocylis healdi,Eucampia cornuta,Eutintinnus lususundae,Eutintinnus medius,Favella ehrenbergii,Goniodoma polyedricum,Gonyaulax birostris,Gossleriella tropica,Grammatophora oceanica,Guinardia cylindrus,Guinardia delicatula,Guinardia flaccida <150 µm length,Guinardia flaccida >150 µm length,Guinardia striata,Guinardia striata (with Richelia),Gymnodinium catenatum,Haslea wawrikae,Helicotheca tamesis,Laboea strobila,Lauderia annulata < 70 µm length,Lauderia annulata > 70 µm length,Leptocylindrus danicus,Leptocylindrus mediterraneus,Leptocylindrus minimus,Mesodinium rubrum,Mesoporos perforatus,Meuniera membranacea,Navicula septentrionalis,Neostreptotheca subindica,Nitzschia bicapitata,Nitzschia closterium - INVALID use Ceratoneis closterium,Nitzschia longissima,Noctiluca scintillans,Octactis octonaria,Ornithocercus quadratus,Oxytoxum caudatum,Oxytoxum laticeps,Oxytoxum parvum,Oxytoxum scolopax,Oxytoxum subulatum,Palmerina hardmaniana,Palmerina ostenfeldii,Paralia sulcata,Phalacroma mitra,Phalacroma rotundatum,Planktoniella blanda,Planktoniella sol,Podolampas elegans,Podolampas palmipes,Podolampas spinifera,Proboscia alata,Proboscia alata ~ 50 µm cell width,Proboscia alata f. indica,Pronoctiluca pelagica,Prorocentrum arcuatum,Prorocentrum concavum,Prorocentrum cordatum,Prorocentrum dentatum,Prorocentrum gracile,Prorocentrum lima,Prorocentrum mexicanum,Prorocentrum micans,Prorocentrum minimum/cordatum,Prorocentrum rhathymum,Prorocentrum triestinum,Protoperidinium oceanicum,Protoperidinium ovatum,Protoperidinium pellucidum,Protorhabdonella simplex,Pseudo-nitzschia delicatissima complex <=3 µm,Pseudo-nitzschia seriata complex >3 µm,Pseudosolenia calcar-avis,Pyrocystis fusiformis,Pyrocystis lunula,Pyrocystis noctiluca,Pyrophacus horologicum,Rhabdonella amor,Rhabdonella spiralis,Rhaphoneis amphiceros,Rhizosolenia bergonii,Rhizosolenia castracanei,Rhizosolenia clevei,Rhizosolenia fallax,Rhizosolenia formosa,Rhizosolenia imbricata,Rhizosolenia imbricata (with Richelia),Rhizosolenia pungens,Rhizosolenia robusta,Rhizosolenia setigera,Rhizosolenia simplex,Rhizosolenia striata,Rhizosolenia temperei,Salpingella acuminata,Salpingella costata,Salpingella subconica,Scrippsiella trochoidea,Stephanopyxis palmeriana,Stephanopyxis turris,Striatella unipunctata,Thalassionema bacillare,Thalassionema frauenfeldii,Thalassionema nitzschioides,Thalassiosira gravida,Tintinnopsis tocantinensis,Toxarium undulatum,Triadinium polyedricum,Tripos arietinus,Tripos axialis,Tripos brevis,Tripos candelabrum,Tripos carriensis,Tripos contortus var. karstenii,Tripos falcatus,Tripos furca,Tripos furca type,Tripos fusus,Tripos fusus type,Tripos gibberus,Tripos hexacanthus,Tripos horridus,Tripos limulus,Tripos lineatus,Tripos longirostrus,Tripos macroceros,Tripos massiliensis,Tripos muelleri,Tripos muelleri type,Tripos pentagonus,Tripos symmetricus,Tripos trichoceros,Tryblionella compressa,Undella claparedi,Xystonella treforti,Xystonellopsis cymatica
DAR20180731_0630,Darwin,-12.4,130.76805,2018-07-31 16:00:00,2018,7,31,16:00:00,0,0,0,0,0,0,0,900.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.3,0,0,0,0,500.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4704.7,0,0,0,0,0,0,0,0,500.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.4,0,0,0,0,0,0,0,700.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502.5,1501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1,0,100.1,0,0,0,0,0,0,0,0,0,0,0,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20180727,Rottnest Island,-32,115.41667,2018-07-27 09:33:00,2018,7,27,09:33:00,100,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,300,0,0,0,0,0,0,500,0,500,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,500,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,0,0,7800,7100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20180724,Port Hacking,-34.11923,151.22667,2018-07-25 09:33:00,2018,7,25,09:33:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.4,0,0,0,0,280.7,0,0,0,210.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.35,0,0,0,0,0,0,0,280.7,0,0,0,0,771.93,0,0,0,0,0,0,0,0,0,0,0,70.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684.21,1333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20180720,Yongala,-19.30847,147.61842,2018-07-20 10:56:00,2018,7,20,10:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.46,0,0,0,0,0,0,0,29.15,116.62,0,0,0,0,0,0,2623.91,0,0,0,0,116.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.47,0,466.47,0,0,0,0,0,0,0,0,0,204.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.24,174.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690.96,1807.58,58.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.15,0,87.46,0,0,0,58.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20180719,Rottnest Island,-32,115.41667,2018-07-19 09:35:00,2018,7,19,09:35:00,0,0,0,0,0,644.12,0,0,0,0,0,0,0,0,0,0,128.82,0,0,772.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.24,0,193.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.82,0,0,0,2640.9,0,0,0,0,322.06,0,0,0,64.41,0,0,64.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.41,0,0,0,128.82,0,0,0,0,0,450.89,0,1223.83,0,0,0,0,193.24,0,0,0,0,0,0,193.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898.55,2834.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.41,9.66,322.06,0,0,0,0,0,0,0,0,0,0,0,0,1481.48,128.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20180718,North Stradbroke,-27.345,153.562,2018-07-18 10:20:00,2018,7,18,10:20:00,0,0,0,0,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8484.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25858.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.08,0,2828.28,0,0,404.04,0,0,0,0,9292.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52929.29,11717.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20180711,Maria Island,-42.59667,148.23333,2018-07-12 08:40:00,2018,7,12,08:40:00,0,0,0,0,0,113.64,0,0,0,0,0,0,0,0,0,0,0,113.64,0,0,0,0,0,0,0,0,0,204.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.73,0,0,0,250,0,0,0,0,0,0,0,0,159.09,0,22.73,0,0,0,0,0,0,0,0,0,0,0,0,22.73,0,0,0,0,0,0,0,0,45.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,227.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20180627,Maria Island,-42.59667,148.23333,2018-06-28 09:00:00,2018,6,28,09:00:00,0,0,0,0,0,353.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434.78,0,0,0,0,27.17,0,0,0,108.7,0,108.7,0,0,0,0,0,0,0,0,0,0,27.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.52,81.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2717.39,461.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.17,0,0,0,0,0,0,0,0,0,0,0,0,108.7,298.91,0,0,0,0,0,0,0,0,0,0,326.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20180626,Port Hacking,-34.11923,151.22667,2018-06-27 09:41:00,2018,6,27,09:41:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341.04,0,0,0,0,0,0,0,0,670.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005.78,0,0,0,0,0,83.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.82,0,0,0,0,15086.75,4023.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20180621,Yongala,-19.30847,147.61842,2018-06-21 11:30:00,2018,6,21,11:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,538.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.36,0,0,0,134.68,0,0,0,0,0,0,0,0,202.02,0,0,202.02,0,0,0,740.74,0,0,0,0,269.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.68,67.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5858.59,2289.56,0,0,0,0,0,404.04,0,0,0,0,0,0,0,0,0,0,10.1,0,0,0,0,0,0,0,0,0,0,0,0,2356.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20180620,Rottnest Island,-32,115.41667,2018-06-20 09:56:00,2018,6,20,09:56:00,0,0,0,0,0,0,0,0,0,0,219.78,0,0,0,0,0,0,0,0,329.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.78,0,109.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.89,0,0,0,3406.59,0,0,0,0,329.67,0,0,0,109.89,0,0,0,0,0,0,0,0,0,0,0,109.89,0,0,0,0,0,0,0,0,0,0,439.56,0,0,0,219.78,0,0,0,0,0,0,0,329.67,0,549.45,0,0,0,0,109.89,0,0,0,0,219.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20109.89,3516.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.99,219.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20180605,Maria Island,-42.59667,148.23333,2018-06-06 09:30:00,2018,6,6,09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,51.28,0,0,0,205.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.77,0,0,0,0,410.26,0,0,0,25.64,0,25.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.21,0,0,0,0,0,0,0,0,0,0,0,0,25.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20180602,Yongala,-19.30847,147.61842,2018-06-03 09:10:00,2018,6,3,09:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.5,0,0,0,0,0,0,0,0,0,0,0,388.5,0,0,0,388.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.02,0,0,0,0,0,0,388.5,2331,0,7770.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78088.58,19813.52,0,0,0,0,0,202.02,0,0,0,0,0,404.04,0,0,0,0,20.2,0,0,0,0,0,0,0,0,0,0,0,0,1165.5,0,0,0,0,0,388.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20180530,North Stradbroke,-27.345,153.562,2018-05-30 10:20:00,2018,5,30,10:20:00,40,0,0,0,0,0,0,0,0,0,0,0,0,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,40,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,600,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,80,0,120,0,0,0,0,0,0,0,640,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20180528,Port Hacking,-34.11923,151.22667,2018-05-29 09:50:00,2018,5,29,09:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,116.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.17,0,0,0,0,0,0,0,0,77.67,0,0,0,116.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.17,0,0,0,0,1242.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504.85,0,271.84,0,0,0,0,0,0,0,427.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.83,0,0,0,116.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAI20180515,Kangaroo Island,-35.83217,136.44733,2018-05-16 08:15:00,2018,5,16,08:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,50.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.25,0,0,0,0,0,0,0,0,0,0,0,50.51,0,0,0,0,0,0,0,0,25.25,0,0,0,176.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.25,0,101.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.25,0,0,0,0,0,0,0,0,0,227.27,25.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20180511,Rottnest Island,-32,115.41667,2018-05-11 09:21:00,2018,5,11,09:21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,520.83,0,0,0,208.33,0,1354.17,0,0,0,0,0,0,0,0,0,0,1458.33,0,0,0,0,0,520.83,0,208.33,0,0,312.5,0,0,0,0,0,0,0,0,104.17,0,0,0,0,0,0,1562.5,0,0,0,0,0,0,0,0,104.17,0,0,0,0,0,0,0,0,0,0,0,312.5,0,0,104.17,0,0,0,0,0,0,0,0,0,104.17,0,0,0,0,0,0,0,104.17,0,104.17,0,312.5,0,0,208.33,0,104.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19895.83,3333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.33,0,0,0,0,0,0,0,0,0,0,0,0,729.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAR20180509,Darwin,-12.4,130.76805,2018-05-10 07:02:00,2018,5,10,07:02:00,0,0,0,0,0,0,0,486.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.78,347.22,0,0,0,138.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4444.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.33,0,0,0,0,0,0,208.33,69.44,0,138.89,0,0,0,0,0,0,0,0,0,0,0,138.89,0,0,0,0,0,0,0,0,902.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555.56,4166.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20180425,Yongala,-19.30847,147.61842,2018-04-26 09:48:00,2018,4,26,09:48:00,0,0,0,0,0,0,0,0,0,0,25.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.02,0,0,0,0,0,25.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.12,0,0,102.04,0,0,0,0,76.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.51,0,0,0,0,0,0,0,25.51,0,0,0,0,0,0,0,0,25.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20180418,Maria Island,-42.59667,148.23333,2018-04-19 09:30:00,2018,4,19,09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,680.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816.33,0,0,0,0,136.05,0,0,0,136.05,0,0,68.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.11,0,0,0,0,0,0,0,68.03,680.27,0,1292.52,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.03,0,0,0,0,0,204.08,0,0,0,0,0,0,0,0,0,0,0,0,3673.47,2244.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.03,0,0,0,0,0,0,0,0,0,0,0,0,0,68.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20180417,North Stradbroke,-27.345,153.562,2018-04-17 10:15:00,2018,4,17,10:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.04,0,0,0,0,0,0,0,0,26.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.42,0,0,0,104.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20180329,Yongala,-19.30847,147.61842,2018-03-29 10:27:00,2018,3,29,10:27:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.51,51.02,0,0,0,0,0,0,102.04,0,0,0,0,0,25.51,0,0,25.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.51,0,0,25.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.51,102.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.51,0,0,0,0,0,0,0
