NRS_TRIP_CODE,SAMPLE_DEPTH_M,SALINITY,SALINITY_FLAG,SILICATE_UMOL_PER_L,SILICATE_FLAG,NITRATE_UMOL_PER_L,NITRATE_FLAG,PHOSPHATE_UMOL_PER_L,PHOSPHATE_FLAG,AMMONIUM_UMOL_PER_L,AMMONIUM_FLAG,NITRITE_UMOL_PER_L,NITRITE_FLAG,TCO2_UMOL_PER_KG,CARBON_FLAG,TALKALINITY_UMOL_PER_KG,ALKALINITY_FLAG,OXYGEN_UMOL_PER_L,OXYGEN_FLAG
NRSMAI20120119,30,35.473,1,0.3,1,0.2,1,0.09,1,0.15,1,(null),9,2054.08,1,2329.06,1,249.2,1
NRSPHB20090924,100,35.436,1,2.4,1,7.9,1,0.5,1,0.08,1,(null),9,2110.74,1,2324.56,1,(null),9
NRSMAI20100505,30,35.515,1,1.2,1,1.6,1,0.25,1,0.22,1,(null),9,2074.41,1,2331.21,1,243.3,1
NRSNSI20100322,0,35.161,1,0.1,1,0,1,0.04,1,0.04,1,(null),9,1969.7,1,2297.11,1,(null),9
NRSYON20100119,10,35.118,1,1.5,1,0,1,0.04,1,0,1,(null),9,1959.81,1,2291,1,(null),9
NRSPHB20110914,20,35.59,1,0.2,1,0.1,1,0.09,1,0.03,1,(null),9,2039.72,1,2336.86,1,(null),9
NRSPHB20131202,10,35.592,1,0.3,1,0,1,0.1,1,0.07,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20140120,50,35.596,1,1.2,1,5.2,1,0.43,1,0.03,1,(null),9,(null),9,(null),9,(null),9
NRSDAR20111005,10,33.742,1,6.3,1,0.1,1,0.26,1,0.04,1,(null),9,1988.61,1,2266.31,1,(null),9
NRSNSI20120213,30,35.251,1,2.2,1,0,1,0.08,1,0.08,1,(null),9,1978,1,2306.75,1,(null),9
NRSDAR20120417,0,32.005,1,3.6,1,0.2,1,0.2,1,0.12,1,(null),9,1889.47,1,2155.57,1,(null),9
NRSPHB20131027,100,35.32,1,5.5,1,9.5,1,0.83,1,0,1,(null),9,2117.65,1,2321.8,1,(null),9
NRSPHB20130611,10,35.595,1,0.8,1,1.4,1,0.36,1,1.44,2,(null),9,(null),9,(null),9,(null),9
NRSMAI20130611,10,35.351,1,0.4,1,2.3,1,0.31,1,0.13,1,(null),9,(null),9,(null),9,260.7,2
NRSYON20130131,20,35.012,1,0.5,1,0,1,0.08,1,0.05,1,(null),9,1955.7,1,2285.27,1,(null),9
NRSNSI20120620,30,35.117,1,0.1,1,0,1,0.06,1,0.11,1,(null),9,2002.99,1,2322.31,1,(null),9
NRSDAR20140117_19:50,0,(null),9,6,1,1.4,1,0.49,1,0.29,1,(null),9,1990.22,1,2264.13,1,(null),9
NRSDAR20140702,10,34.001,1,4.8,1,0.4,1,0.44,1,0.14,1,(null),9,1978.01,1,2252.81,1,(null),9
NRSKAI20140507,40,35.88,1,0.3,1,0.3,1,0.09,1,0.25,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20131027,75,35.388,1,3.5,1,8.9,1,0.68,1,0,1,(null),9,2106.33,1,2324.87,1,(null),9
NRSPHB20140427,10,35.377,1,0.5,1,0,1,0.04,1,0.08,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20140824,100,35.608,1,1.9,1,2.1,1,0.29,1,0.36,1,(null),9,2072.26,1,2335.02,1,(null),9
NRSNSI20140507,20,35.378,1,0.5,1,0.1,1,0.07,1,0.16,1,(null),9,(null),9,(null),9,(null),9
NRSNSI20140725,20,35.568,1,0.2,1,0,1,0.07,1,0.37,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20140427,20,35.377,2,0.5,1,-0.1,1,0.04,1,0.05,1,(null),9,1992.56,1,2320.59,1,(null),9
NRSMAI20140318,0,35.432,1,0.7,1,0,1,0.09,1,0.04,1,(null),9,2067.36,1,2331.53,1,243.4,1
NRSMAI20140821,20,35.292,1,0.9,1,2.2,1,0.31,1,0.16,1,(null),9,(null),9,(null),9,262.3,1
NRSKAI20130423,10,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,2095.21,1,2366.64,1,(null),9
NRSNIN20130509,20,(null),9,4.3,1,1.5,1,0.07,1,0.16,1,(null),9,1979.44,1,2282.73,1,(null),9
NRSNSI20141107,0,(null),9,0.4,1,0,1,0.1,1,0.04,1,(null),9,2000.81,1,2323.42,1,(null),9
NRSNSI20141107,57,(null),9,0.3,1,3.5,1,0.32,1,0.06,1,(null),9,2063.65,1,2331.2,1,(null),9
NRSPHB20141208,50,35.51,1,2.1,1,0.1,1,0.15,1,0,1,(null),9,(null),9,(null),9,(null),9
NRSYON20140527,20,35.294,1,0.2,1,0.1,1,0.04,1,0.17,1,(null),9,1976.28,1,2300.66,1,(null),9
NRSMAI20150224,0,35.575,1,0.4,1,0,1,0.09,1,0.06,1,(null),9,2072.12,1,2323.77,1,244.2,1
NRSNSI20150304,50,35.504,1,1.8,1,0.2,1,0.08,1,0.02,1,(null),9,2012.71,1,2324.04,1,(null),9
NRSKAI20150224,30,35.883,1,0.1,1,0.1,1,0.09,1,0.08,1,(null),9,2097.26,1,2351.94,1,(null),9
NRSKAI20150408,10,35.812,1,0.4,1,0.1,1,0.08,1,0.12,1,(null),9,2101.73,1,2356.89,1,(null),9
NRSKAI20150408,20,35.893,1,0.4,1,0,1,0.09,1,0.11,1,(null),9,(null),9,(null),9,(null),9
NRSYON20140910,26,35.462,1,0.7,1,0,1,0.07,1,0.19,1,(null),9,2001.25,1,2320.08,1,(null),9
NRSDAR20150202_21:30,0,33.313,1,9,1,2.4,1,0.64,1,0.04,1,(null),9,1956.67,1,2220.92,1,(null),9
NRSROT20150128,30,35.786,1,1.2,1,0.1,1,0.06,1,0.04,1,(null),9,(null),9,(null),9,(null),9
NRSKAI20150909,30,35.999,1,0.9,1,0.1,1,0.19,1,0.26,1,(null),9,2115.61,1,2364.4,1,(null),9
NRSDAR20151117,19,(null),9,6.2,1,0.1,1,0.18,1,0.9,1,(null),9,2033.07,1,2330.01,1,(null),9
NRSPHB20150518,30,35.294,1,1.6,1,1.5,1,0.14,1,0.31,1,(null),9,(null),9,(null),9,(null),9
NRSYON20150923,26,35.778,1,1,1,0,1,0.07,1,0.04,1,(null),9,2006.52,1,2329.09,1,(null),9
NRSNSI20150817,57,(null),9,0.5,1,0,1,0.16,1,0.9,1,(null),9,2040.56,1,2342.27,1,(null),9
NRSNSI20150731,20,35.657,1,0.4,1,0,1,0.13,1,0.43,1,(null),9,(null),9,(null),9,(null),9
NRSMAI20151118,50,35.267,1,3.5,1,8.4,1,0.66,1,0.06,1,(null),9,2110.06,1,2318.99,1,233.3,1
NRSPHB20150819,0,35.651,1,0.8,1,2,1,0.24,1,0.16,1,(null),9,2053.93,1,2336.78,1,(null),9
NRSNSI20150624,20,35.606,1,1.2,1,0.1,1,0.08,1,0.3,1,(null),9,(null),9,(null),9,(null),9
NRSKAI20160915,40,35.952,1,1.4,1,0.3,1,0.14,1,0.13,1,(null),0,(null),9,(null),9,(null),9
NRSROT20160527,0,35.753,1,2.1,1,0.2,1,0.06,1,0.18,1,(null),9,2059.65,1,2345.34,1,225.2,1
NRSPHB20151115,0,35.426,1,0.2,1,0,1,0.12,1,0.29,1,(null),9,2025.84,1,2322.46,1,(null),9
NRSROT20160324,30,35.891,1,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,219.3,1
NRSDAR20160202_0030,0,33.554,1,1.1,1,0.2,1,2.53,1,0.45,1,(null),9,1935.98,1,2209.82,1,(null),9
NRSPHB20151215,75,(null),9,2.9,1,5,1,0.3,1,0.3,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20160229,30,35.458,1,0,1,0,1,0.2,1,0,1,(null),9,(null),9,(null),9,(null),9
NRSDAR20130405,10,33.194,1,4.4,1,0,1,0.22,1,0,1,(null),9,1929.1,2,2216.3,1,(null),9
NRSMAI20160321,0,35.641,1,0.2,1,0.1,1,0.05,1,0.01,1,(null),0,2042.69,1,2337.53,1,231.2,1
NRSNIN20130806,20,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,1970.25,1,2279.79,1,(null),9
NRSYON20170220,0,35.476,0,1.5,1,0,1,0,1,0,1,0.04,1,1973.46,1,2308.51,1,(null),9
NRSMAI20171217,75,35.218,1,3.2,1,8.4,1,0.61,1,0,1,0.13,1,2123.55,1,2319.3,1,222.9,1
NRSPHB20160926,75,35.415,1,2.3,0,5.6,0,0.63,0,2.19,0,(null),0,2096.86,1,2329.09,1,(null),9
NRSPHB20180326,30,35.655,1,0,1,0.1,1,0.07,1,0.12,1,0.01,1,(null),9,(null),9,(null),9
NRSKAI20180307,20,35.977,0,0.3,1,0.1,1,0.12,1,0.27,1,0.03,1,(null),9,(null),9,(null),9
NRSKAI20180307,30,35.939,0,0.3,1,0.2,1,0.14,1,0.25,1,0.03,1,2108.58,1,2365.93,1,(null),9
NRSNSI20170516,57,35.794,0,1.2,1,1,1,0.12,1,0.2,1,0.1,1,2034.93,1,2339.36,1,(null),9
NRSMAI20180605,75,35.575,0,1,1,2.1,1,0.25,1,0.15,1,0.45,1,2089.92,1,2337.92,1,253,1
NRSPHB20170419,100,35.44,1,3.5,1,8.6,1,0.66,1,0.12,1,0.2,1,2106,1,2327.41,1,(null),9
NRSROT20170428,10,35.663,1,3.7,0,0.1,1,0.12,1,0.06,1,(null),0,(null),9,(null),9,(null),9
NRSKAI20170908,20,35.995,1,0.8,1,0.1,1,0.11,1,0.02,1,0.04,1,(null),9,(null),9,(null),9
NRSNSI20171023,30,35.538,0,0.4,1,0.3,1,0.1,1,0.13,1,0.02,1,2026.74,1,2327.38,1,(null),9
NRSYON20171130,20,35.461,1,1,1,0,1,0.05,1,0,1,0.01,1,1992.07,1,2314.31,1,(null),9
NRSYON20180130,20,(null),1,1,1,0,1,0.03,1,0.07,1,0.01,1,1967.47,1,2297.83,1,(null),9
NRSROT20180328,10,35.655,1,2.4,0,0.2,0,0.1,0,0.09,0,(null),0,(null),9,(null),9,(null),9
NRSROT20180125,40,35.641,1,2.8,0,1,0,0.11,0,0.12,0,(null),0,2059.62,1,2343.73,1,218.6,1
NRSMAI20170921,85,35.26,0,0.8,1,2.3,1,0.31,1,0.17,1,0.25,1,2101.12,1,2326.3,1,272.5,1
NRSPHB20170921,50,35.558,1,2,1,5.4,1,0.45,1,0.26,1,0.25,1,(null),9,(null),9,(null),9
NRSPHB20180221,40,35.559,1,2,1,3.4,1,0.37,1,0.22,1,0.11,1,2081.93,1,2334.52,1,(null),9
NRSDAR20180209_0030,19,33.045,1,5.4,1,1.6,1,0.25,1,0.17,1,0.65,1,1897.92,1,2197.98,1,(null),9
NRSMAI20180711,30,35.294,1,0.9,1,3.6,1,0.38,1,0.12,1,0.08,1,2102.39,1,2328.17,1,260.1,1
NRSMAI20180711,75,35.325,1,0.8,1,3.4,1,0.34,1,0.13,1,0.13,1,2104.04,1,2329.45,1,260.5,1
NRSDAR20190214_0630,17,34.106,1,10.9,1,4.1,1,0.7,1,0.12,1,0.91,1,1983.54,1,2252.94,1,(null),9
NRSPHB20180724,10,35.717,1,0.8,1,2,1,0.21,1,0.09,1,0.26,1,(null),9,(null),9,(null),9
NRSNSI20180718,0,35.528,1,0,1,0,1,0.05,1,0.01,1,0.04,1,2009.47,1,2327.99,1,(null),9
NRSNSI20180718,40,35.548,1,0.3,1,1.4,1,0.18,1,0.07,1,0.04,1,(null),9,(null),9,(null),9
NRSNSI20181023,20,(null),9,0,1,0,1,0.05,1,0.12,1,0,1,(null),9,(null),9,(null),9
NRSDAR20190214_0330,10,34.107,1,11,1,4.2,1,0.67,1,0.14,1,0.83,1,1982.67,1,2253.37,1,(null),9
NRSPHB20180528,30,35.711,1,1,1,1.7,1,0.23,1,1.23,1,0.51,1,(null),9,(null),9,(null),9
NRSPHB20180626,10,35.696,1,0.7,1,1,1,0.14,1,0.25,1,0.28,1,(null),9,(null),9,(null),9
NRSROT20200304,10,36.023,1,1.4,1,0.1,1,0.08,1,0.02,1,0.02,1,(null),9,(null),9,219.4,1
NRSMAI20200223,30,35.583,1,0.2,1,0,1,0.12,1,0.09,1,0,1,2069.32,1,2337.85,1,(null),9
NRSMAI20200628,50,35.222,1,1.3,1,3.6,1,0.38,1,(null),0,0.13,1,(null),9,(null),9,262.4,1
NRSPHB20200831,50,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9
NRSDAR20200203_2130,0,34.103,1,3.9,1,0.4,1,0.18,1,0.18,1,0.12,1,1964.36,1,2246.34,1,(null),9
NRSNSI20200625,0,35.567,1,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9
NRSROT20200520,0,35.737,1,2.3,1,0.3,1,0.09,1,0.04,1,0.09,1,(null),9,(null),9,(null),9
NRSPHB20191216,25,35.646,1,0.5,1,0,1,0.13,1,0.09,1,0.03,1,(null),9,(null),9,(null),9
NRSKAI20180515,20,36.004,1,0.5,1,0.3,1,0.07,1,0.03,1,0.18,1,(null),9,(null),9,(null),9
NRSYON20190507,20,34.92,1,0.5,1,0,1,0.05,1,0.01,1,0.02,1,1967.14,1,2274.3,1,(null),9
NRSNSI20190723,40,35.485,1,1.5,1,2,1,0.22,1,0.25,1,0.12,1,(null),9,(null),9,(null),9
NRSNSI20180817,40,35.625,1,0.1,1,0.2,1,0.11,1,0.05,1,0.03,1,(null),9,(null),9,(null),9
NRSYON20181123,0,35.476,1,1.5,1,0,1,0.05,1,0,1,0.01,1,1999.71,1,2316.93,1,(null),9
NRSPHB20181218,10,35.507,1,0,1,0,1,0.09,1,0.11,1,0.02,1,(null),9,(null),9,(null),9
NRSYON20180927,26,35.416,1,0.7,1,0,1,0.08,1,0.25,1,0.01,1,1996.01,1,2316.21,1,(null),9
NRSPHB20180927,30,35.588,1,1.7,1,3.1,1,0.35,1,1.06,1,0.47,1,(null),9,(null),9,(null),9
NRSNSI20200122,50,35.647,1,1.8,1,5.8,1,0.47,1,(null),0,0.14,1,2092.86,1,2339.99,1,(null),9
NRSMAI20200909,40,35.253,1,1.5,1,3.8,1,0.41,1,0.09,1,0.32,1,(null),9,(null),9,268.9,1
NRSKAI20191127,0,35.811,1,0.6,1,0,1,0.12,1,0.18,1,0,1,2110.4,1,2357.98,1,(null),9
NRSNSI20200122,57,35.682,1,1.7,1,5.2,1,0.44,1,(null),0,0.08,1,2091.05,1,2337.68,1,(null),9
NRSROT20190221,46,35.853,1,1.6,1,0.4,1,0.13,1,0.03,1,0.06,1,2073.48,1,2356.98,1,223.1,1
NRSPHB20181120,20,(null),9,2.9,1,8.3,1,0.69,1,1.82,1,0.7,1,(null),9,(null),9,(null),9
NRSMAI20190430,50,35.41,1,0.7,1,1,1,0.25,1,0.29,1,0.34,1,2084.16,1,2331.42,1,249.5,1
NRSROT20190507,46,35.809,1,2.4,1,0.6,1,0.14,1,0.29,1,0.06,1,2075.55,1,2348.65,1,214,1
NRSROT20190306,10,35.878,1,1.9,1,0.1,1,0.09,1,0,1,0.03,1,(null),9,(null),9,225.9,1
NRSPHB20190729,40,35.582,1,0.6,1,0.9,1,0.17,1,0.22,1,0.07,1,2046.37,1,2334.2,1,(null),9
NRSPHB20190408,75,35.459,1,4.7,1,10.8,1,0.84,1,0.09,1,0.22,1,2108.09,1,2334.73,1,(null),9
NRSKAI20091215,105,35.839,1,1.2,1,1.9,1,0.19,1,0,1,(null),9,2115.57,1,2359.25,1,(null),9
NRSKAI20091007,0,35.947,1,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9
NRSDAR20120729_19:30,0,34.004,1,9,1,0,1,0.17,1,0.06,1,(null),9,1977.25,1,2279.07,1,(null),9
NRSYON20120726,10,35.172,1,1.1,1,0,1,0.1,1,0,1,(null),9,1990,1,2285.77,1,(null),9
NRSNIN20120827,20,34.69,1,3,1,0.1,1,0.08,1,0.05,1,(null),9,1973.72,1,2280.62,1,(null),9
NRSDAR20121208_16:30,0,34.512,1,6.4,1,0.1,1,0.28,1,0.1,1,(null),9,1997.28,1,2289.15,1,(null),9
NRSPHB20120821,75,35.251,1,3.6,1,10.5,1,0.77,1,0.19,1,(null),9,2118.81,1,2312.23,1,(null),9
NRSPHB20111206,20,35.536,1,0.4,1,0,1,0.1,1,0.3,1,(null),9,2037.69,1,2330.08,1,(null),9
NRSPHB20111117,75,35.46,1,2.1,1,6.4,1,0.54,1,1.8,2,(null),9,2091.97,1,2326.29,1,(null),9
NRSROT20100416,30,35.778,1,2,1,0.2,1,0.17,1,0.31,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20100316,60,35.44,1,3.4,1,9.3,1,0.67,1,0,1,(null),9,2111.32,1,2319.78,1,(null),9
NRSMAI20090716,0,35.218,1,1,1,3,1,0.32,1,0.21,1,(null),9,2091.49,1,2319.75,1,(null),9
NRSMAI20091013,30,35.086,1,0.2,1,1.7,1,0.32,1,0.26,1,(null),9,2084.68,1,2313.79,1,277,1
NRSKAI20110319,75,35.387,1,0.1,1,0.1,1,0.06,1,0,1,(null),9,2117.77,1,2330.68,1,(null),9
NRSNSI20100322,10,35.168,1,0,1,0,1,0.04,1,0,1,(null),9,1969.9,1,2298.77,1,(null),9
NRSPHB20110203,20,35.463,1,0.1,1,0.1,1,0.11,1,0,1,(null),9,2017.17,1,2326.95,1,(null),9
NRSNIN20110501,50,34.776,1,3.4,1,0.4,1,0.1,1,0.22,1,(null),9,1949.47,1,2274.53,1,(null),9
NRSPHB20091206,30,35.537,1,0.2,1,0,1,0.06,1,0.02,1,(null),9,(null),9,(null),9,(null),9
NRSMAI20101214,20,34.953,1,0,1,0.1,1,0.18,1,0,1,(null),9,(null),9,(null),9,282.1,1
NRSPHB20091011,100,35.422,1,3.5,1,7.7,1,0.56,1,0.1,1,(null),9,2111.36,1,2322.18,1,(null),9
NRSROT20101215,30,35.652,1,1.6,1,0,1,0.08,1,0.04,1,(null),9,(null),9,(null),9,(null),9
NRSROT20100820,10,35.541,1,2.4,1,0,1,0.09,1,0.06,1,(null),9,(null),9,(null),9,(null),9
NRSNIN20110501,10,34.754,1,3.3,1,0.1,1,0.07,1,0.15,1,(null),9,(null),9,(null),9,(null),9
NRSMAI20091207,80,35.156,1,1.7,1,5.4,1,0.34,1,0,1,(null),9,2105.73,1,2317.28,1,(null),9
NRSNSI20120806,40,35.404,1,0.8,1,0.3,1,0.14,1,0.12,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20121009,100,35.269,2,4.8,1,10.5,1,0.69,1,(null),9,(null),9,(null),9,(null),9,(null),9
NRSROT20121019,20,35.389,1,1.9,1,0,1,0.01,1,0.03,1,(null),9,2026.76,1,2319.76,1,(null),9
NRSMAI20090716,80,35.19,1,0.9,1,3.2,1,0.32,1,0.09,1,(null),9,2093.35,1,2319.55,1,(null),9
NRSESP20110120,0,35.911,1,0,1,0.1,1,0.07,1,(null),0,(null),9,2058.35,1,2351.17,1,1.1,1
NRSMAI20110725,60,35.275,1,0.5,1,3.5,1,0.32,1,0,1,(null),9,(null),9,(null),9,266.5,1
NRSNSI20100411,30,35.466,1,1.2,1,3.6,1,0.33,1,0,1,(null),9,2044.25,1,2325.64,1,(null),9
NRSKAI20101120,50,35.833,1,0,1,0.7,1,0.26,1,0.93,2,(null),9,2100.72,1,2363.14,1,(null),9
NRSPHB20130422,75,35.317,1,0.6,1,0.9,1,0.2,1,0.33,1,(null),9,2023.08,1,2317.84,1,(null),9
NRSPHB20091206,60,35.473,1,0.7,1,0,1,0,1,0.14,1,(null),9,2087.4,1,2325.38,1,(null),9
NRSPHB20130514,50,35.398,1,2,1,4.3,1,0.48,1,0.89,1,(null),9,(null),9,(null),9,(null),9
NRSROT20130221,30,35.556,1,1.8,1,0,1,0,1,0.07,1,(null),9,(null),9,(null),9,(null),9
NRSNSI20100916,30,35.538,1,2.1,1,6.6,1,0.62,1,0.22,1,(null),9,2006.69,2,2329.09,1,(null),9
NRSNIN20110501,40,34.784,1,3.3,1,0.2,1,0.08,1,0.15,1,(null),9,1946.43,1,2276.84,1,(null),9
NRSPHB20130725,30,35.539,1,1.3,1,2.3,1,0.24,1,0.08,1,(null),9,(null),9,(null),9,(null),9
NRSNIN20120226,50,34.738,1,4.2,1,0.6,1,0.13,1,0.03,1,(null),9,1986.7,1,2279.89,1,(null),9
NRSPHB20130725,0,35.535,1,1,1,2,1,0.24,1,0.1,1,(null),9,2053.63,1,2330.41,1,(null),9
NRSPHB20140824,25,35.492,1,0.8,1,1.5,1,0.29,1,1.58,4,(null),9,(null),9,(null),9,(null),9
NRSNSI20141223,40,35.566,1,0.9,1,1.7,1,0.21,1,0.08,1,(null),9,(null),9,(null),9,(null),9
NRSNSI20130819,50,35.515,1,2.6,1,7.3,1,0.4,1,0.28,1,(null),9,2092.31,1,2327.7,1,(null),9
NRSMAI20141208,85,35.217,1,1.9,1,4.1,1,0.42,1,0.37,2,(null),9,2112.62,1,2320.02,1,250.5,1
NRSDAR20150203_03:30,10,33.048,1,8.5,1,1.4,1,0.3,1,0.23,1,(null),9,1951.17,1,2212.05,1,(null),9
NRSPHB20140612,75,35.612,1,2.3,1,6.3,1,0.51,1,0,1,(null),9,2090.03,1,2330.05,1,(null),9
NRSROT20150128,10,35.811,1,1.1,1,0,1,0.05,1,0.04,1,(null),9,(null),9,(null),9,(null),9
NRSDAR20150804_04:30,16,34.855,1,5.6,1,0.1,1,0.25,1,0.13,1,(null),9,2007.16,1,2331.09,1,(null),9
NRSPHB20150518,10,35.336,1,1.4,1,1.2,1,0.13,1,0.29,1,(null),9,(null),9,(null),9,(null),9
NRSROT20150701,30,35.434,1,2.2,1,0.2,1,0.1,1,0.11,1,(null),9,(null),9,(null),9,(null),9
NRSNSI20121114,40,35.518,1,1.2,1,3.1,1,0.33,1,0.23,1,(null),9,(null),9,(null),9,(null),9
NRSNSI20121114,0,35.362,1,0.2,1,0,1,0.12,1,0.1,1,(null),9,1994.08,1,2314.03,1,(null),9
NRSROT20150507,10,35.377,1,2.6,1,0.5,1,0.14,1,0.17,1,(null),9,(null),9,(null),9,(null),9
NRSROT20150507,20,35.426,1,2.5,1,0.5,1,0.13,1,0.12,1,(null),9,2030.01,1,2324.9,1,(null),9
NRSNSI20150731,57,35.627,1,0.5,1,2.5,1,0.29,1,0.36,1,(null),9,2052.85,1,2334.58,1,(null),9
NRSMAI20151118,75,35.236,1,4.1,1,9.1,1,0.78,1,0.05,1,(null),9,2115.42,1,2316.43,1,230.5,1
NRSNSI20151119,50,35.581,1,1.7,1,3.8,1,0.38,1,0.06,1,(null),9,2061.01,1,2329.41,1,(null),9
NRSMAI20151001,30,35.166,2,1,1,2.1,1,0.37,1,0.49,1,(null),9,2083.41,1,2317.48,1,287,2
NRSMAI20160630,75,35.284,1,1.5,1,3.6,1,0.35,1,0.02,1,0.15,1,2100.84,1,2324.92,1,255.7,1
NRSPHB20160407,25,(null),9,0.5,1,0.2,1,0.1,1,0.2,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20160229,40,35.448,1,2.4,1,5.6,1,0.5,1,0,1,(null),9,2091.33,1,2324.98,1,(null),9
NRSDAR20160202_0630,10,33.66,1,1.4,1,0.2,1,0.06,1,0.51,1,(null),9,1940.73,1,2215.21,1,(null),9
NRSYON20160601,0,35.575,1,1.4,1,0,1,0.01,1,0.07,1,(null),9,1992.05,1,2310.63,1,(null),9
NRSNSI20160822,30,35.715,1,0.5,1,0.4,1,0.13,1,0.52,1,0.09,1,2036.31,1,2340.09,1,(null),9
NRSPHB20151013,20,35.58,1,1.2,1,2.9,1,0.31,1,0.08,1,(null),9,2059.88,1,2333.57,1,(null),9
NRSNSI20170829,40,35.608,1,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9
NRSPHB20180123,40,35.594,1,1.5,1,2.6,1,0.29,1,0.49,1,0.29,1,2073.83,1,2337.18,1,(null),9
NRSKAI20180307,10,36.031,0,0.2,1,0,1,0.08,1,0.16,1,0.02,1,2102.86,1,2370.76,1,(null),9
NRSKAI20180307,100,35.275,0,1.8,1,6.5,1,0.56,1,0.35,1,0.11,1,2125.6,1,2328.53,1,(null),9
NRSNSI20180302,30,35.307,0,0.9,1,0,1,0.05,1,0.12,1,0.01,1,1986.37,1,2314.51,1,(null),9
NRSMAI20170223,50,35.494,1,1.5,0,2.8,0,0.29,0,0.26,0,(null),0,2084.77,1,2329.5,1,225.5,1
NRSYON20171215,26,35.518,1,1.3,1,0,1,0.01,1,0,1,0,1,1988.42,1,2315.05,1,(null),9
NRSMAI20170323,10,35.566,1,0.8,0,0.4,0,0.14,0,0.7,0,(null),0,2068.08,1,2337.25,1,240.4,1
NRSPHB20171024,100,35.455,1,3.7,1,8.5,1,0.67,1,0.04,1,0.09,1,2115.16,1,2325.51,1,(null),9
NRSROT20170303,0,35.726,1,2.1,1,0.1,1,0.1,1,0.14,1,(null),0,2048.08,1,2343.77,1,(null),9
NRSYON20180329,26,34.661,1,1.1,1,0,1,0,1,0.03,1,0.01,1,1942.27,1,2257.54,1,(null),9
NRSNSI20180530,57,35.65,0,1.8,1,5.9,1,0.48,1,0.01,1,0.08,1,2085.06,1,2339.15,1,(null),9
NRSNSI20190118,20,35.653,1,0,1,0.2,1,0.14,1,0.12,1,0.03,1,(null),9,(null),9,(null),9
NRSYON20180602,20,35.528,0,0.7,1,0,1,0.04,1,0.04,1,0,1,1993.32,1,2301.71,1,(null),9
NRSDAR20180731_0330,0,34.182,1,6.3,1,0.2,1,0.44,1,0.07,1,0.33,1,1995.29,1,2273.91,1,(null),9
NRSNSI20180913,30,35.631,1,0.5,1,0.1,1,0.11,1,0.33,1,0.01,1,2036.28,1,2332.54,1,(null),9
NRSMAI20181204,60,35.258,1,0.7,1,0.5,1,0.17,1,0.09,1,0.12,1,(null),9,(null),9,262.4,1
NRSMAI20200526,40,35.117,1,1.3,1,4.1,1,0.42,1,0,1,0.58,1,(null),9,(null),9,256.3,1
NRSMAI20190624,50,35.364,1,0.9,1,2.9,1,0.34,1,0,1,0.09,1,2104.47,1,2331.52,1,259.9,1
NRSPHB20200812,40,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9
NRSPHB20200831,30,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9
NRSROT20200520,47,35.821,1,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9
NRSROT20191218,40,35.811,1,1.6,1,0.2,1,0.1,1,0.06,1,0.02,1,2061.47,1,2351,1,229.2,1
NRSNSI20200528,10,(null),9,0.4,1,0,1,0.03,1,(null),0,0.01,1,(null),9,(null),9,(null),9
NRSYON20190213,10,34.022,1,3.7,1,0.3,1,0.1,1,0.74,1,0.1,1,1927.16,1,2224.36,1,(null),9
NRSDAR20190722_2130,10,35.238,0,6.2,1,0.2,1,0.25,1,0.07,1,0.11,1,2029.83,1,2320.81,1,(null),9
NRSPHB20180905,25,35.648,0,0.9,1,0.4,1,0.16,1,0.17,1,0.13,1,(null),9,(null),9,(null),9
NRSMAI20200909,75,35.254,1,1.5,1,3.9,1,0.43,1,0.11,1,0.32,1,(null),9,(null),9,267.6,1
NRSMAI20190106,50,35.327,1,0.3,1,0.3,1,0.16,1,0.37,1,0.05,1,2070.37,1,2327.88,1,251,1
NRSNSI20200228,57,35.685,1,2.9,1,7.6,1,0.61,1,(null),0,0.28,1,(null),9,(null),9,(null),9
NRSNSI20181115,40,(null),9,2.3,1,7.2,1,0.56,1,0.81,1,0.15,1,(null),9,(null),9,(null),9
NRSPHB20200520,0,(null),9,1,1,0.1,1,0.11,1,0.11,1,0.06,1,(null),9,(null),9,(null),9
