NRS_CODE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,TAXON_COUNT
PHB20130514,Candacia spp. j,COPEPOD,Candacia,spp.,1
PHB20130514,Oncaea scottodicarloi f,COPEPOD,Oncaea,scottodicarloi,1
PHB20130514,Flaccisagitta enflata,NON-COPEPOD,Flaccisagitta,enflata,1
PHB20130514,Polychaete larvae,NON-COPEPOD,(null),(null),4
PHB20130514,Tomopteris spp.,NON-COPEPOD,Tomopteris,spp.,1
NSI20140507,Fritillariidae,NON-COPEPOD,(null),(null),28
ROT20130712,Ditrichocorycaeus lubbocki f,COPEPOD,Ditrichocorycaeus,lubbocki,1
ROT20130712,Oithona simplex f,COPEPOD,Oithona,simplex,6
ROT20130712,Oncaea scottodicarloi f,COPEPOD,Oncaea,scottodicarloi,4
ROT20130712,Paracalanus indicus f,COPEPOD,Paracalanus,indicus,3
ROT20130712,Parvocalanus crassirostris f,COPEPOD,Parvocalanus,crassirostris,4
NSI20140507,Limacina,NON-COPEPOD,Limacina,spp.,26
ROT20130712,Penilia avirostris f,NON-COPEPOD,Penilia,avirostris,1
DAR20130405,Euterpina acutifrons j,COPEPOD,Euterpina,acutifrons,9
NSI20140507,Polychaete larvae,NON-COPEPOD,(null),(null),2
DAR20130405,Oithona spp. small m,COPEPOD,Oithona,spp.,14
PHB20160407,Clausocalanus farrani f (<1.00mm),COPEPOD,Clausocalanus,farrani,1
PHB20160407,Farranula spp. m,COPEPOD,Farranula,spp.,2
PHB20160407,Mecynocera clausi f,COPEPOD,Mecynocera,clausi,2
PHB20160407,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,5
PHB20160407,Bivalve,NON-COPEPOD,(null),(null),1
PHB20160407,Nauplii zooplankton,NON-COPEPOD,(null),(null),2
PHB20160407,Pelagobia longicirrata,NON-COPEPOD,Pelagobia,longicirrata,1
PHB20160407,Polychaete larvae,NON-COPEPOD,(null),(null),3
NIN20130806,Calanoid j,COPEPOD,(null),(null),114
NIN20130806,Copilia mirabilis f,COPEPOD,Copilia,mirabilis,1
NIN20130806,Euchaeta spp. j,COPEPOD,Euchaeta,spp.,2
ROT20130517,Onychocorycaeus agilis m,COPEPOD,Onychocorycaeus,agilis,2
ROT20130517,Oithona attenuata f,COPEPOD,Oithona,attenuata,1
NIN20130806,Microsetella spp. j,COPEPOD,Microsetella,spp.,3
ROT20130221,Oithona decipiens/similis f,COPEPOD,Oithona,decipiens/similis,4
ROT20130221,Temora turbinata f,COPEPOD,Temora,turbinata,12
ROT20130221,Cavoliniidae shell,NON-COPEPOD,(null),(null),7
ROT20130221,Penilia avirostris f,NON-COPEPOD,Penilia,avirostris,4
NSI20140507,Decapod larvae,NON-COPEPOD,(null),(null),2
YON20130719,Candacia bradyi m,COPEPOD,Candacia,bradyi,1
YON20130719,Corycaeidae j,COPEPOD,(null),(null),8
YON20130719,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,5
YON20130719,Nauplii poecilostomatoida / cyclopoid,COPEPOD,(null),(null),74
YON20130719,Paracalanus aculeatus f,COPEPOD,Paracalanus,aculeatus,5
YON20130719,Bivalve,NON-COPEPOD,(null),(null),13
YON20130719,Cavoliniidae shell,NON-COPEPOD,(null),(null),2
YON20130719,Doliolum denticulatum,NON-COPEPOD,Doliolum,denticulatum,1
NIN20130806,Bivalve,NON-COPEPOD,(null),(null),8
NIN20130806,Echinoderm larvae,NON-COPEPOD,(null),(null),1
NIN20130806,Parvocalanus crassirostris m,COPEPOD,Parvocalanus,crassirostris,2
NIN20130806,Aglaura hemistoma,NON-COPEPOD,Aglaura,hemistoma,2
NIN20130806,Doliolum spp.,NON-COPEPOD,Doliolum,spp.,1
NIN20130806,Physonectae,NON-COPEPOD,(null),(null),1
NIN20130806,Mecynocera clausi f,COPEPOD,Mecynocera,clausi,2
KAI20130827,Ditrichocorycaeus dahli m,COPEPOD,Ditrichocorycaeus,dahli,4
KAI20130827,Microsetella norvegica m,COPEPOD,Microsetella,norvegica,17
KAI20130827,Oithona spp. small m,COPEPOD,Oithona,spp.,4
KAI20130827,Oncaea media f,COPEPOD,Oncaea,media,4
KAI20130827,Decapod larvae,NON-COPEPOD,(null),(null),1
DAR20130617_08:00,Calanoid j,COPEPOD,(null),(null),73
DAR20130617_08:00,Oithona attenuata f,COPEPOD,Oithona,attenuata,12
ROT20130221,Calocalanus pavo f,COPEPOD,Calocalanus,pavo,1
ROT20130221,Clausocalanus spp. m,COPEPOD,Clausocalanus,spp.,1
PHB20130319,Candacia truncata f,COPEPOD,Candacia,truncata,1
PHB20130319,Clausocalanus farrani/jobei f (1.00mm>x<1.2mm),COPEPOD,Clausocalanus,farrani/jobei,1
PHB20130319,Oithona atlantica f,COPEPOD,Oithona,atlantica,2
PHB20130319,Oithona plumifera f,COPEPOD,Oithona,plumifera,1
ROT20130221,Oithona plumifera f,COPEPOD,Oithona,plumifera,1
NSI20140404,Clausocalanus farrani f (<1.00mm),COPEPOD,Clausocalanus,farrani,3
NSI20140404,Onychocorycaeus agilis f,COPEPOD,Onychocorycaeus,agilis,2
NSI20140404,Parvocalanus crassirostris f,COPEPOD,Parvocalanus,crassirostris,13
NSI20140404,Undinula vulgaris f,COPEPOD,Undinula,vulgaris,2
ROT20130221,Triconia spp. f,COPEPOD,Triconia,spp.,1
ROT20130221,Salpidae,NON-COPEPOD,(null),(null),1
DAR20130617_08:00,Oncaea spp. j,COPEPOD,Oncaea,spp.,1
DAR20130617_08:00,Foraminifera,NON-COPEPOD,(null),(null),7
DAR20130617_08:00,Fritillariidae,NON-COPEPOD,(null),(null),9
DAR20130617_08:00,Limacina,NON-COPEPOD,Limacina,spp.,26
YON20130611,Acartia spp. j,COPEPOD,Acartia,spp.,1
YON20130611,Calanoid j,COPEPOD,(null),(null),415
YON20130611,Ditrichocorycaeus andrewsi m,COPEPOD,Ditrichocorycaeus,andrewsi,1
YON20130611,Oithona nana f,COPEPOD,Oithona,nana,9
YON20130611,Oithona simplex f,COPEPOD,Oithona,simplex,29
YON20130611,Oncaea media f,COPEPOD,Oncaea,media,1
YON20130611,Paracalanus aculeatus f,COPEPOD,Paracalanus,aculeatus,29
YON20130611,Barnacle nauplii,NON-COPEPOD,(null),(null),3
YON20130611,Bivalve,NON-COPEPOD,(null),(null),14
YON20130611,Isopod j,NON-COPEPOD,(null),(null),1
YON20130611,Oikopleuridae,NON-COPEPOD,(null),(null),52
YON20130611,Polychaete larvae,NON-COPEPOD,(null),(null),3
MAI20140122,Oncaea venusta typica f,COPEPOD,Oncaea,venusta typica,1
MAI20140122,Noctiluca scintillans,NOCTILUCA,Noctiluca,scintillans,508
ROT20130712,Farranula curta f,COPEPOD,Farranula,curta,1
MAI20140122,Penilia avirostris f,NON-COPEPOD,Penilia,avirostris,42
ROT20130321,Corycaeus speciosus f,COPEPOD,Corycaeus,speciosus,1
YON20130912,Macrosetella gracilis f,COPEPOD,Macrosetella,gracilis,2
YON20130912,Oithona plumifera f,COPEPOD,Oithona,plumifera,12
ROT20130321,Oithona plumifera f,COPEPOD,Oithona,plumifera,6
ROT20130321,Temora spp. j,COPEPOD,Temora,spp.,1
ROT20130321,Chaetognatha,NON-COPEPOD,(null),(null),23
ROT20130321,Evadne spinifera f,NON-COPEPOD,Evadne,spinifera,1
ROT20130321,Polychaete,NON-COPEPOD,(null),(null),1
ROT20130321,Prosobranch,NON-COPEPOD,(null),(null),4
MAI20140205,Clausocalanus pergens f,COPEPOD,Clausocalanus,pergens,1
MAI20140205,Euterpina acutifrons m,COPEPOD,Euterpina,acutifrons,2
YON20130912,Macrosetella gracilis j,COPEPOD,Macrosetella,gracilis,6
YON20130912,Echinoderm larvae,NON-COPEPOD,(null),(null),34
YON20130912,Flaccisagitta enflata,NON-COPEPOD,Flaccisagitta,enflata,3
YON20130912,Rhabdonella spp.,NON-COPEPOD,Rhabdonella,spp.,24
MAI20140205,Oncaea spp. m,COPEPOD,Oncaea,spp.,7
MAI20140205,Paracalanus indicus f,COPEPOD,Paracalanus,indicus,2
KAI20130827,Obelia spp.,NON-COPEPOD,Obelia,spp.,1
MAI20140205,Bivalve,NON-COPEPOD,(null),(null),4
MAI20140122,Paracalanus indicus m,COPEPOD,Paracalanus,indicus,4
MAI20140122,Bivalve,NON-COPEPOD,(null),(null),2
MAI20140122,Doliolum oozoid spp.,NON-COPEPOD,Doliolum,spp.,1
MAI20140122,Gastropod,NON-COPEPOD,(null),(null),1
MAI20140205,Pseudevadne tergestina f,NON-COPEPOD,Pseudevadne,tergestina,8
MAI20140205,Polychaete larvae,NON-COPEPOD,(null),(null),2
YON20130808,Oithona plumifera f,COPEPOD,Oithona,plumifera,26
PHB20130915,Clausocalanus spp. m,COPEPOD,Clausocalanus,spp.,2
PHB20130915,Nauplii poecilostomatoida / cyclopoid,COPEPOD,(null),(null),23
PHB20130915,Oithona spp. large m,COPEPOD,Oithona,spp.,1
PHB20130915,Paracalanus indicus f,COPEPOD,Paracalanus,indicus,8
PHB20130915,Barnacle nauplii,NON-COPEPOD,(null),(null),2
YON20130808,Oncaea spp.,COPEPOD,Oncaea,spp.,1
PHB20130915,Oithona plumifera f,COPEPOD,Oithona,plumifera,2
PHB20130915,Microsetella rosea m,COPEPOD,Microsetella,rosea,1
PHB20130915,Calocalanus spp. j,COPEPOD,Calocalanus,spp.,1
PHB20130915,Cavoliniidae shell,NON-COPEPOD,(null),(null),2
MAI20140318,Macrosetella gracilis f,COPEPOD,Macrosetella,gracilis,1
MAI20140318,Oithona atlantica f,COPEPOD,Oithona,atlantica,38
MAI20140318,Chaetognatha,NON-COPEPOD,(null),(null),8
MAI20140318,Pseudevadne tergestina,NON-COPEPOD,Pseudevadne,tergestina,1
MAI20140318,Salpa fusiformis,NON-COPEPOD,Salpa,fusiformis,37
MAI20140408,Clausocalanus spp. m,COPEPOD,Clausocalanus,spp.,4
MAI20140408,Oncaea media f,COPEPOD,Oncaea,media,11
MAI20140408,Temora turbinata f,COPEPOD,Temora,turbinata,34
MAI20140318,Oncaea media m,COPEPOD,Oncaea,media,1
MAI20140408,Lucicutia flavicornis m,COPEPOD,Lucicutia,flavicornis,2
MAI20140408,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,1
MAI20140408,Plastic (NRS),NON BIOLOGICAL,(null),(null),3
YON20130416,Ditrichocorycaeus dahli f,COPEPOD,Ditrichocorycaeus,dahli,2
YON20130416,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,5
MAI20140408,Barnacle nauplii,NON-COPEPOD,(null),(null),1
MAI20140408,Echinoderm larvae,NON-COPEPOD,(null),(null),2
YON20130416,Candacia spp. j,COPEPOD,Candacia,spp.,3
YON20130416,Oncaea spp. j,COPEPOD,Oncaea,spp.,5
YON20130416,Subeucalanus subcrassus f,COPEPOD,Subeucalanus,subcrassus,4
YON20130416,Cavoliniidae shell,NON-COPEPOD,(null),(null),3
YON20130416,Doliolum nationalis,NON-COPEPOD,Doliolum,nationalis,2
YON20130416,Polychaete larvae,NON-COPEPOD,(null),(null),1
MAI20140408,Acartia (Acartiura) tranteri f,COPEPOD,Acartia (Acartiura),tranteri,1
MAI20140408,Fritillariidae,NON-COPEPOD,(null),(null),1
YON20130515,Calanopia elliptica f,COPEPOD,Calanopia,elliptica,1
YON20130515,Onychocorycaeus catus f,COPEPOD,Onychocorycaeus,catus,1
YON20130515,Corycaeus spp.,COPEPOD,Corycaeus,spp.,2
YON20130515,Delibus nudus f,COPEPOD,Delibus,nudus,3
YON20130515,Oncaea media f,COPEPOD,Oncaea,media,3
YON20130515,Oncaea spp.,COPEPOD,Oncaea,spp.,1
YON20130515,Paracalanus aculeatus m,COPEPOD,Paracalanus,aculeatus,1
ROT20130423,Calocalanus styliremis f,COPEPOD,Calocalanus,styliremis,1
ROT20130423,Euterpina acutifrons j,COPEPOD,Euterpina,acutifrons,4
ROT20130423,Farranula concinna f,COPEPOD,Farranula,concinna,2
ROT20130423,Oithona plumifera f,COPEPOD,Oithona,plumifera,3
ROT20130423,Oncaea spp. m,COPEPOD,Oncaea,spp.,4
ROT20130423,Decapod larvae,NON-COPEPOD,(null),(null),10
ROT20130423,Globigerinidae,NON-COPEPOD,(null),(null),9
ROT20130423,Medusa,NON-COPEPOD,(null),(null),1
DAR20130916,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,8
DAR20130916,Paracalanus indicus m,COPEPOD,Paracalanus,indicus,1
ROT20130423,Paracalanus indicus f,COPEPOD,Paracalanus,indicus,1
DAR20130916,Oikopleuridae,NON-COPEPOD,(null),(null),44
YON20131015,Bivalve,NON-COPEPOD,(null),(null),59
YON20131015,Foraminifera,NON-COPEPOD,(null),(null),10
YON20131015,Leptothecata,NON-COPEPOD,(null),(null),4
PHB20140211,Clausocalanus jobei f (>1.2mm),COPEPOD,Clausocalanus,jobei,3
PHB20140211,Clausocalanus mastigophorus f,COPEPOD,Clausocalanus,mastigophorus,1
PHB20140211,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,2
PHB20140211,Oncaea spp. m,COPEPOD,Oncaea,spp.,11
PHB20140211,Paracalanus indicus f,COPEPOD,Paracalanus,indicus,5
PHB20140211,Corycaeidae j,COPEPOD,(null),(null),2
PHB20140211,Nauplii harpacticoid,COPEPOD,(null),(null),3
PHB20140211,Penilia avirostris,NON-COPEPOD,Penilia,avirostris,12
PHB20140211,Polychaete,NON-COPEPOD,(null),(null),1
ROT20140227,Clausocalanus furcatus f,COPEPOD,Clausocalanus,furcatus,18
ROT20140227,Lucicutia flavicornis f,COPEPOD,Lucicutia,flavicornis,1
ROT20140227,Oithona nana f,COPEPOD,Oithona,nana,2
ROT20140227,Oncaea waldemari f,COPEPOD,Oncaea,waldemari,1
YON20140220,Acrocalanus gibber f,COPEPOD,Acrocalanus,gibber,1
YON20140220,Ditrichocorycaeus andrewsi m,COPEPOD,Ditrichocorycaeus,andrewsi,1
YON20140220,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,4
YON20140220,Nauplii poecilostomatoida / cyclopoid,COPEPOD,(null),(null),11
YON20140220,Oithona spp. j,COPEPOD,Oithona,spp.,89
ROT20140227,Evadne spinifera,NON-COPEPOD,Evadne,spinifera,2
ROT20140227,Fish larvae,NON-COPEPOD,(null),(null),1
ROT20140227,Fritillariidae,NON-COPEPOD,(null),(null),1
ROT20140227,Limacina,NON-COPEPOD,Limacina,spp.,7
NSI20141020,Acartia (Acartiura) tranteri m,COPEPOD,Acartia (Acartiura),tranteri,2
NSI20141020,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,3
NSI20141020,Oithona setigera f,COPEPOD,Oithona,setigera,1
NSI20141020,Oncaea clevei f,COPEPOD,Oncaea,clevei,6
MAI20140516,Calanus australis m,COPEPOD,Calanus,australis,1
MAI20140516,Clausocalanus jobei f (>1.2mm),COPEPOD,Clausocalanus,jobei,11
MAI20140516,Oncaea media f,COPEPOD,Oncaea,media,16
MAI20140516,Evadne nordmanni f,NON-COPEPOD,Evadne,nordmanni,1
ROT20131017,Limacina,NON-COPEPOD,Limacina,spp.,4
ROT20131017,Penilia avirostris f gravid,NON-COPEPOD,Penilia,avirostris,26
MAI20140703,Calocalanus plumulosus f,COPEPOD,Calocalanus,plumulosus,1
MAI20140703,Clausocalanus jobei f (>1.2mm),COPEPOD,Clausocalanus,jobei,7
MAI20140703,Clausocalanus pergens f,COPEPOD,Clausocalanus,pergens,37
ROT20131017,Clausocalanus arcuicornis f,COPEPOD,Clausocalanus,arcuicornis,1
ROT20131017,Clausocalanus farrani f (<1.00mm),COPEPOD,Clausocalanus,farrani,2
ROT20131017,Oithona simplex f,COPEPOD,Oithona,simplex,2
ROT20131017,Oithona spp. small m,COPEPOD,Oithona,spp.,3
ROT20131017,Oncaea venusta typica f,COPEPOD,Oncaea,venusta typica,3
ROT20131017,Temora turbinata m,COPEPOD,Temora,turbinata,1
MAI20140703,Oithona spp. j,COPEPOD,Oithona,spp.,13
MAI20140703,Oncaea venusta typica f,COPEPOD,Oncaea,venusta typica,2
MAI20140703,Pleuromamma spp. j,COPEPOD,Pleuromamma,spp.,4
MAI20140703,Temora turbinata f,COPEPOD,Temora,turbinata,3
MAI20140807,Clausocalanus arcuicornis f,COPEPOD,Clausocalanus,arcuicornis,11
MAI20140807,Clausocalanus pergens f,COPEPOD,Clausocalanus,pergens,51
ROT20140122,Acartia (Acanthacartia) fossae m,COPEPOD,Acartia (Acanthacartia),fossae,2
ROT20140122,Ctenophore,NON-COPEPOD,(null),(null),1
ROT20140122,Isopod j,NON-COPEPOD,(null),(null),1
ROT20140122,Penilia avirostris f,NON-COPEPOD,Penilia,avirostris,1
MAI20140821,Acartia spp. f,COPEPOD,Acartia,spp.,1
MAI20140807,Copepod damaged / unidentified,COPEPOD,(null),(null),20
MAI20140807,Nauplii calanoid,COPEPOD,(null),(null),1
MAI20140807,Oithona atlantica f,COPEPOD,Oithona,atlantica,15
MAI20140807,Oncaea spp. m,COPEPOD,Oncaea,spp.,2
MAI20140821,Calocalanus styliremis f,COPEPOD,Calocalanus,styliremis,2
MAI20140807,Bivalve,NON-COPEPOD,(null),(null),1
MAI20140821,Clausocalanus arcuicornis f,COPEPOD,Clausocalanus,arcuicornis,4
MAI20140807,Egg,NON-COPEPOD,(null),(null),28
MAI20140807,Siphonophore diphyidae,NON-COPEPOD,(null),(null),1
MAI20140821,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,9
MAI20140821,Oithona atlantica f,COPEPOD,Oithona,atlantica,7
MAI20140821,Oithona decipiens/similis f,COPEPOD,Oithona,decipiens/similis,24
MAI20140821,Oithona spp. small m,COPEPOD,Oithona,spp.,1
MAI20140807,Foraminifera,NON-COPEPOD,(null),(null),4
MAI20140807,Polychaete larvae,NON-COPEPOD,(null),(null),1
YON20141014,Microsetella rosea f,COPEPOD,Microsetella,rosea,1
YON20141014,Oithona plumifera f,COPEPOD,Oithona,plumifera,7
YON20141014,Parvocalanus crassirostris f,COPEPOD,Parvocalanus,crassirostris,37
YON20141014,Acartia (Odontacartia) pacifica f,COPEPOD,Acartia (Odontacartia),pacifica,1
YON20141014,Ditrichocorycaeus asiaticus m,COPEPOD,Ditrichocorycaeus,asiaticus,1
YON20141014,Polychaete larvae,NON-COPEPOD,(null),(null),2
KAI20140313,Ctenocalanus vanus f,COPEPOD,Ctenocalanus,vanus,3
KAI20140313,Oncaea mediterranea complex f,COPEPOD,Oncaea,mediterranea complex,3
KAI20140313,Oncaea zernovi complex f,COPEPOD,Oncaea,zernovi complex,23
KAI20140313,Urocorycaeus lautus m,COPEPOD,Urocorycaeus,lautus,2
KAI20140313,Cavoliniidae shell,NON-COPEPOD,(null),(null),1
KAI20140313,Egg,NON-COPEPOD,(null),(null),230
KAI20140313,Euconchoecia spp.,NON-COPEPOD,Euconchoecia,spp.,1
KAI20140313,Isopod j,NON-COPEPOD,(null),(null),1
KAI20140313,Pentacrinoid larvae,NON-COPEPOD,(null),(null),1
NSI20141107,Farranula spp. m,COPEPOD,Farranula,spp.,5
MAI20141029,Calanoid j,COPEPOD,(null),(null),39
MAI20141029,Plastic (NRS),NON BIOLOGICAL,(null),(null),1
MAI20141029,Ihlea magalhanica agg,NON-COPEPOD,Ihlea,magalhanica,32
MAI20141029,Calanid CIV,COPEPOD,(null),(null),2
MAI20140915,Nauplii harpacticoid,COPEPOD,(null),(null),1
MAI20140915,Oncaea spp. m,COPEPOD,Oncaea,spp.,1
MAI20140915,Triconia dentipes complex f,COPEPOD,Triconia,dentipes complex,1
MAI20140915,Obelia spp.,NON-COPEPOD,Obelia,spp.,2
MAI20140915,Oikopleuridae,NON-COPEPOD,(null),(null),82
MAI20140915,Podon intermedius f gravid,NON-COPEPOD,Podon,intermedius,2
MAI20140915,Polychaete,NON-COPEPOD,(null),(null),6
MAI20141029,Limacina,NON-COPEPOD,Limacina,spp.,1
PHB20140317,Mecynocera clausi f,COPEPOD,Mecynocera,clausi,3
MAI20141029,Calanus australis f,COPEPOD,Calanus,australis,1
YON20140317,Ditrichocorycaeus dahli m,COPEPOD,Ditrichocorycaeus,dahli,3
YON20140317,Ditrichocorycaeus erythraeus m,COPEPOD,Ditrichocorycaeus,erythraeus,2
YON20140317,Microsetella norvegica m,COPEPOD,Microsetella,norvegica,2
YON20140317,Pluteus larva,NON-COPEPOD,(null),(null),5
YON20140317,Unid invert larvae,NON-COPEPOD,(null),(null),2
MAI20141029,Gastropod,NON-COPEPOD,(null),(null),1
PHB20140317,Nauplii poecilostomatoida / cyclopoid,COPEPOD,(null),(null),46
PHB20140317,Oithona atlantica f,COPEPOD,Oithona,atlantica,1
PHB20140317,Oithona simplex f,COPEPOD,Oithona,simplex,3
PHB20140317,Oncaea zernovi complex m,COPEPOD,Oncaea,zernovi complex,11
KAI20141029,Acartia spp. j,COPEPOD,Acartia,spp.,1
KAI20141029,Clausocalanus arcuicornis f,COPEPOD,Clausocalanus,arcuicornis,1
KAI20141029,Temora turbinata f,COPEPOD,Temora,turbinata,1
KAI20141029,Cyttarocylis ampulla f. cassis,NON-COPEPOD,Cyttarocylis,ampulla f. cassis,4
PHB20140317,Temora turbinata j,COPEPOD,Temora,turbinata,8
KAI20141029,Fritillariidae,NON-COPEPOD,(null),(null),2
KAI20141029,Pentacrinoid larvae,NON-COPEPOD,(null),(null),1
PHB20131027,Oithona similis f,COPEPOD,Oithona,similis,1
PHB20131020,Clausocalanus spp. m,COPEPOD,Clausocalanus,spp.,1
PHB20131020,Microsetella spp. j,COPEPOD,Microsetella,spp.,7
PHB20131020,Oithona setigera f,COPEPOD,Oithona,setigera,1
ROT20131122,Acartia (Acanthacartia) fossae m,COPEPOD,Acartia (Acanthacartia),fossae,4
ROT20131122,Euterpina acutifrons m,COPEPOD,Euterpina,acutifrons,1
ROT20131122,Mecynocera clausi f,COPEPOD,Mecynocera,clausi,1
ROT20131122,Nauplii harpacticoid,COPEPOD,(null),(null),3
ROT20131122,Oncaea media f,COPEPOD,Oncaea,media,4
ROT20131122,Barnacle nauplii,NON-COPEPOD,(null),(null),1
ROT20131122,Bivalve,NON-COPEPOD,(null),(null),16
ROT20131122,Decapod larvae,NON-COPEPOD,(null),(null),1
ROT20131122,Echinoderm larvae,NON-COPEPOD,(null),(null),1
ROT20131122,Foraminifera,NON-COPEPOD,(null),(null),7
ROT20131122,Pilidium larvae,NON-COPEPOD,(null),(null),1
PHB20131020,Oithona spp. large m,COPEPOD,Oithona,spp.,7
PHB20131020,Oncaea zernovi complex f,COPEPOD,Oncaea,zernovi complex,18
PHB20131027,Oncaea spp. j,COPEPOD,Oncaea,spp.,13
PHB20131027,Scolecithrix danae f,COPEPOD,Scolecithrix,danae,1
PHB20131027,Plastic (NRS),NON BIOLOGICAL,(null),(null),1
PHB20131027,Salpidae,NON-COPEPOD,(null),(null),2
NSI20140725,Agetus flaccus f,COPEPOD,Agetus,flaccus,1
NSI20140725,Centropages gracilis f,COPEPOD,Centropages,gracilis,1
MAI20140516,Clausocalanus furcatus f,COPEPOD,Clausocalanus,furcatus,2
NSI20140725,Farranula spp. m,COPEPOD,Farranula,spp.,3
DAR20140117_19:50,Corycaeidae j,COPEPOD,(null),(null),11
DAR20140117_19:50,Euterpina acutifrons j,COPEPOD,Euterpina,acutifrons,4
DAR20140117_19:50,Euterpina acutifrons m,COPEPOD,Euterpina,acutifrons,9
DAR20140117_19:50,Parvocalanus crassirostris f,COPEPOD,Parvocalanus,crassirostris,32
DAR20140117_19:50,Tortanus (Tortanus) barbatus f,COPEPOD,Tortanus (Tortanus),barbatus,3
DAR20140117_19:50,Euconchoecia spp.,NON-COPEPOD,Euconchoecia,spp.,3
YON20140122,Centropages spp. j,COPEPOD,Centropages,spp.,3
YON20140122,Lubbockia spp. j,COPEPOD,Lubbockia,spp.,1
YON20140122,Undinula vulgaris f,COPEPOD,Undinula,vulgaris,1
NSI20140623,Clausocalanus furcatus f,COPEPOD,Clausocalanus,furcatus,9
NSI20140623,Farranula gibbula f,COPEPOD,Farranula,gibbula,2
NSI20140623,Mecynocera spp. j,COPEPOD,Mecynocera,spp.,2
NSI20140623,Microsetella spp. j,COPEPOD,Microsetella,spp.,3
NSI20140623,Oithona spp. large m,COPEPOD,Oithona,spp.,2
NSI20140623,Oithona spp. j,COPEPOD,Oithona,spp.,54
NSI20140623,Oncaea zernovi complex m,COPEPOD,Oncaea,zernovi complex,2
NSI20140623,Triconia conifera complex f,COPEPOD,Triconia,conifera complex,1
NSI20140623,Bivalve,NON-COPEPOD,(null),(null),5
NSI20140623,Fritillariidae,NON-COPEPOD,(null),(null),13
NSI20140623,Ostracod,NON-COPEPOD,(null),(null),1
NIN20130509,Calocalanus spp. j,COPEPOD,Calocalanus,spp.,2
NIN20130509,Macrosetella gracilis f,COPEPOD,Macrosetella,gracilis,1
NIN20130509,Triconia conifera complex f,COPEPOD,Triconia,conifera complex,1
PHB20131202,Farranula spp. m,COPEPOD,Farranula,spp.,1
PHB20131202,Paracalanus indicus f,COPEPOD,Paracalanus,indicus,3
MAI20140619,Candacia spp. j,COPEPOD,Candacia,spp.,2
MAI20140619,Clausocalanus pergens f,COPEPOD,Clausocalanus,pergens,43
MAI20140619,Copepod damaged / unidentified,COPEPOD,(null),(null),5
MAI20140619,Mecynocera spp. j,COPEPOD,Mecynocera,spp.,4
MAI20140619,Oithona spp. j,COPEPOD,Oithona,spp.,22
PHB20140120,Acartia (Acartia) danae f,COPEPOD,Acartia (Acartia),danae,1
PHB20140120,Ctenocalanus vanus f,COPEPOD,Ctenocalanus,vanus,1
PHB20140120,Farranula rostrata f,COPEPOD,Farranula,rostrata,1
PHB20140120,Mecynocera clausi f,COPEPOD,Mecynocera,clausi,2
MAI20140516,Microsetella rosea f,COPEPOD,Microsetella,rosea,1
KAI20140122,Acartia spp. j,COPEPOD,Acartia,spp.,2
KAI20140122,Clytemnestra scutellata m,COPEPOD,Clytemnestra,scutellata,2
KAI20140122,Ditrichocorycaeus anglicus m,COPEPOD,Ditrichocorycaeus,anglicus,1
KAI20140122,Microsetella rosea f,COPEPOD,Microsetella,rosea,2
KAI20140122,Microsetella spp. j,COPEPOD,Microsetella,spp.,4
KAI20140122,Scolecithricella dentata f,COPEPOD,Scolecithricella,dentata,1
KAI20140122,Chaetognatha,NON-COPEPOD,(null),(null),7
KAI20140122,Penilia avirostris,NON-COPEPOD,Penilia,avirostris,114
PHB20131202,Calocalanus plumulosus f,COPEPOD,Calocalanus,plumulosus,1
PHB20131202,Candacia spp. j,COPEPOD,Candacia,spp.,1
PHB20131202,Paracalanus indicus m,COPEPOD,Paracalanus,indicus,3
PHB20131202,Temora turbinata f,COPEPOD,Temora,turbinata,3
PHB20131202,Bivalve,NON-COPEPOD,(null),(null),2
PHB20131202,Cavoliniidae body,NON-COPEPOD,(null),(null),1
PHB20131202,Decapod larvae,NON-COPEPOD,(null),(null),2
