SAMPLE,WATERDEPTH_M,SST_C,CHL_AVG,CHL
304-85,-113.785,17.4,0.3667,0.495337069
147-4,0.1121,4.55,0.1199,0.110439017
136-13,-1148.81675,17.09,0.2383,0.21855557
160-37,0.1121,3.41,0.1268,0.17495352
160-49,-4274.183038,3.7,0.1846,0.168119252
161-7,0.1121,5.08,0.1615,0.083173364
163-56,0.1121,9.8,0.1854,0.167727411
2-90,-76.1325,15.6096463,0.3465,(null)
2-101,-38.45425625,14.06,0.3211,0.483337492
15-13,-1548.229088,22.66,0.1502,0.2713314
53-25,-4793.331331,13.04,0.2094,0.229256809
87-65,0.1121,4.64,0.3764,0.133110255
90-9,0.1121,5.21,0.167,0.224361494
90-18,0.1121,4.06,0.3007,0.161501274
187-29,0.1121,13.46,0.135,0.467449069
98-33,-839.5518813,23.56,0.4061,0.251697481
240-21,-36.823125,26.07,0.3078,0.801944017
265-13,-5150.7725,15.1061047,0.1951,0.333193213
265-29,-5467.508125,16.1382574,0.2798,0.252444297
298-9,-137.665625,21.79,0.3235,0.257908165
307-17,-51.973125,15.03,0.1782,0.343539953
311-1,-33.655625,22.9870073,0.5139,0.362252891
348-37,-747.53375,16.7,0.4256,0.268900037
354-25,-48.773125,24.3990211,0.245,0.416576803
142-5,-4010.717438,7.5314521,0.1725,(null)
142-3,-4153.275519,7.5052021,0.1743,(null)
183-29,-1664.660481,19.71,0.3104,0.141040653
165-2,-2382.0649,13.64,0.3185,0.465304136
165-18,-2891.478494,13.31,0.3651,0.628896952
165-41,-4590.357725,10.59,0.1686,0.3092269
207-50,0.1121,10.62,0.1522,(null)
182-49,-4393.315675,19.49,0.3248,0.116612546
216-10,-3596.845206,9,0.4197,0.225868985
402-57,-5471.16375,16.3261741,0.486,0.228602365
143-64,-3246.387244,6.8749243,0.1164,(null)
140-69,-4410.1097,5.3042299,0.1758,(null)
139-96,0.1121,(null),0.2191,(null)
139-7,0.1121,(null),0.276,(null)
63-21,-305.5864,25.1,0.307,0.175921515
45-10,-576.880625,19.0140213,0.2391,(null)
76-25,-479.8650688,17.02,0.3831,0.126325145
265-9,-5220.88125,15.0073547,0.1753,0.275820822
69-38,-1038.679375,19.0870768,0.3263,(null)
15-49,-759.4127063,20.21,0.3838,0.21895209
3-17,-569.8652813,20.05,0.2449,0.298036277
1-37,-1334.730881,20.5,0.1065,0.326298624
14-57,-1473.648803,24.54,0.2069,0.142913088
13-45,-1188.168956,18.73,0.208,0.737363219
69-45,-1381.13715,16.28,0.2209,0.935167789
18-29,-1553.427025,26.4,0.5656,0.165605545
73-17,-874.493125,15.68,0.1484,0.843120456
87-25,0.1121,6.09,0.1378,0.200436726
88-2,0.1121,3.39,0.1664,0.15514186
88-4,0.1121,3.41,0.5508,0.139886528
93-20,0.1121,9.25,0.1709,0.118851706
93-26,-4248.330144,8.42,0.1448,0.176645502
93-40,-3470.70635,8.75,0.2063,0.236915901
190-9,-2554.829425,16.61,0.1352,0.271394461
146-2,0.1121,2.3,0.1216,0.114800282
144-12,-3029.660056,4.77,0.1334,0.128282368
155-19,0.1121,6.19,0.375,0.257236242
158-10,0.1121,2.26,0.2036,0.145904601
158-15,0.1121,2.1,0.3928,0.122939058
159-31,0.1121,1.46,0.4626,0.15203011
160-59,0.1121,3.66,0.137,0.179311082
160-63,0.1121,3.87,0.2351,0.198855788
193-5,-4631.675,14.11,0.1514,0.26131767
166-23,0.1121,2.91,0.2391,0.137533188
162-8,0.1121,6.6,0.1923,0.153501332
162-47,-3546.916556,9.13,0.2188,0.196642235
207-63,0.1121,9.47,0.1521,(null)
207-64,0.1121,9.4,0.3345,(null)
176-21,-437.8977938,25,0.1854,0.156808823
191-21,0.1121,14.63,0.2284,0.25921917
209-37,0.1121,2.16,0.4327,0.139707476
216-20,0.1121,7.49,0.1621,0.16922918
215-13,0.1121,10.96,0.1524,0.478039384
215-50,0.1121,9.68,0.171,(null)
219-73,-4342.880125,2.17,0.1875,0.148304448
304-81,-86.345625,18.19,0.2397,0.519022703
385-73,-57.309375,15.5115213,0.4895,(null)
241-61,-52.745625,16.1414519,0.5099,0.966028631
381-5,-1369.045,13.6754103,0.2643,1.003337026
268-1,-126.47375,23.3,0.2348,0.324993372
328-41,-128.02,22.16,0.5303,0.271690696
332-73,-127.12625,23.74,0.1477,0.234059945
270-29,-1525.970625,19.31,0.3546,0.11637821
373-65,-5290.388125,15.1260352,0.2028,0.107024752
401-33,-66.295625,15.6093686,0.2683,0.384371847
321-13,-4789.929268,11.81,0.1332,0.310355335
315-48,-3059.547731,13.57,0.3863,0.471095115
269-13,-65.681875,18.3,0.6039,0.385562181
408-57,-5578.940625,15.6085352,0.2751,0.255741566
359-45,-4492.0725,10.68,0.5162,0.294162601
297-5,-185.2975,24.19,0.2174,0.144210264
139-5,0.1121,2.8986744,0.2677,(null)
139-62,0.1121,(null),0.2459,(null)
143-31,0.1121,(null),0.2047,(null)
140-19,-4165.80435,3.2468688,0.2008,(null)
362-105,-58.96125,21.1538129,0.1393,0.973275721
325-49,-4691.951875,18.02,0.2195,0.120389573
158-53,0.1121,0.63,0.3003,0.320423305
161-8,-4368.630844,5.13,0.1624,(null)
161-21,0.1121,5.63,0.1223,(null)
161-24,0.1121,5.61,0.19,0.137932658
161-33,0.1121,5.67,0.2587,0.148289159
161-62,-4386.511606,6.62,0.2177,(null)
163-53,0.1121,10.35,0.1643,0.155240044
69-6,-251.66875,20.6425629,0.2016,(null)
87-70,-4674.61905,4.57,0.1602,0.169061065
88-24,0.1121,2.73,0.2386,0.148176655
89-43,0.1121,6.47,0.1301,0.162334651
128-17,-4772.056319,15.49,0.2117,0.229225978
364-73,-58.571875,15.12,0.7516,1.101837158
358-65,-127.455625,17.591313,0.206,0.777896285
149-38,-3093.023706,6.2682576,0.1134,(null)
165-9,-3183.212306,13.19,0.15,0.551880181
165-38,-4164.908081,10.39,0.166,0.280885041
216-3,0.1121,9.23,0.2576,0.197111353
216-9,-3606.631519,9.06,0.2318,0.223776564
346-9,-2550.40375,17.73,0.5418,0.402255267
143-20,0.1121,(null),0.2421,(null)
140-1,0.1121,(null),0.2007,(null)
143-46,-3700.9176,8.8822159,0.1161,(null)
140-55,-4049.115606,4.7040216,0.1341,(null)
139-18,0.1121,2.5981883,0.2273,(null)
149-67,-3083.549169,4.8142993,0.1293,(null)
177-33,-2226.980419,20.36,0.1485,0.215452939
206-53,-337.4375,18.86,0.1107,0.415990412
60-5,-1073.542306,22.28,0.6258,0.222506747
19-74,-63.254375,15.5630491,0.1178,(null)
100-42,-895.06625,18.8899935,0.422573662,(null)
100-50,-141.8325,18.5899935,0.435742456,(null)
100-66,-195.019375,15.9699935,0.38213031,(null)
100-94,-73.251875,15.4349936,0.54769141,(null)
112-21,-83.099375,15.2899936,0.40352147,0.640715182
112-37,-116.890625,15.9699935,0.407458911,0.323818505
112-65,-49.545625,15.9399935,0.301258788,0.371144593
135-38,-465.109375,22.2749934,0.164620664,(null)
13-74,-66.77125,15.6849935,0.430633288,(null)
14-58,-263.53875,22.2699934,0.187397472,(null)
14-62,-190.23,22.6699934,0.335152907,(null)
14-82,-143.505625,21.1899934,0.417773746,(null)
15-10,-385.59875,20.8399934,0.178856883,(null)
15-26,-4078.92625,20.7399934,0.182654093,(null)
15-74,-67.14625,15.7399935,0.36521571,(null)
1-19,-130.7925,22.2299934,0.398879663,(null)
2-14,-908.7825,20.2499934,0.391295462,(null)
389-21,-4508.1275,12.9299936,0.377721382,0.277664393
389-57,-4339.460976,11.0999937,0.341110469,0.190978944
3-42,-1035.35375,22.3174934,0.396727103,(null)
412-5,-164.455625,23.6599934,0.193054975,0.210167199
412-61,-149.435,22.3299934,0.292592417,0.148063079
43-22,-87.3025,22.6199934,0.494745096,(null)
43-62,-128.5825,22.6499934,0.416054895,(null)
45-26,-1434.89875,16.5899935,0.405143952,(null)
4-18,-2457.589375,20.4199934,0.482301473,(null)
4-42,-157.475,18.6699935,0.930927303,(null)
51-50,-1496.775,21.9699934,0.338228619,(null)
51-66,-124.633125,22.6499934,0.424831781,(null)
5-2,-93.999375,23.1899934,0.355362895,(null)
5-22,-130.02125,22.3899934,0.319928874,(null)
66-54,-498.09875,22.2299934,0.179067334,(null)
6-6,-215.093125,21.1099934,0.56427985,(null)
77-18,-2544.304375,20.4199934,0.179767792,(null)
77-30,-3798.673125,19.8299935,0.196029505,(null)
77-34,-2960.055,19.1949935,0.239726987,(null)
77-90,-76.59625,15.5499936,0.235142025,(null)
77-94,-72.788125,15.3599936,0.217695235,(null)
7-38,-162.6275,22.2749934,0.213539251,(null)
83-2,-96.92125,20.2999934,0.491862747,(null)
83-82,-57.02,15.7149935,0.624059732,(null)
8-46,-151.715625,18.1549935,0.586484222,(null)
98-38,-121.1775,22.2499934,0.263633533,(null)
9-14,-56.534375,15.7499935,0.639043183,(null)
143-40,0.1121,(null),(null),(null)
150-32,0.1121,(null),(null),(null)
150-40,0.1121,(null),(null),(null)
150-62,0.1121,(null),(null),(null)
150-64,0.1121,(null),(null),(null)
1-16,0.1121,(null),(null),(null)
1-23,0.1121,(null),(null),(null)
1-44,0.1121,(null),(null),(null)
249-1,0.1121,14.0190892,(null),(null)
249-13,0.1121,14.4674479,3.1535,(null)
249-5,0.1121,14.4918347,2.6253,0.578223765
2-23,0.1121,(null),(null),(null)
2-51,0.1121,(null),(null),(null)
2-52,0.1121,(null),(null),(null)
2-87,0.1121,(null),(null),(null)
372-33,0.1121,21.673,0.797501,0.396873921
381-66,0.1121,10.4762191,(null),(null)
390-21,0.1121,11.7923124,0.31265,0.272933006
413-13,-1146.481998,24.4761899,0.265614308,0.33436206
413-17,-2701.874294,24.257724,0.246492,0.307044566
413-29,-1760.618678,23.8477416,0.228658846,0.222830161
413-53,-402.6763835,20.438296,0.349851692,0.243974179
413-89,-76,19.359465,0.268496846,0.295025021
414-33,-1286.694801,18.2134543,0.214691769,0.203673363
414-37,-1837.656007,18.2323544,0.201354154,0.211017162
414-57,-5013.646846,17.9662562,0.186544077,0.227001846
415-45,-5586.440241,18.3106153,0.14028,0.137313634
415-5,-5386.084107,18.0193603,0.16132,0.166100979
415-73,-5560.623469,18.6155399,0.13105,0.150701761
415-77,-5578.783889,18.6971649,0.14113,0.154139116
416-41,-5214.015575,19.220672,0.13351,0.113712445
416-53,-5121.62845,19.1753565,0.13526,0.132596403
418-25,-3622.173228,23.7648704,0.21813,0.225397334
418-5,-130,25.0231101,0.22363,0.225620255
5-23,0.1121,(null),(null),(null)
5-7,0.1121,(null),(null),(null)
6-28,0.1121,(null),(null),(null)
6-7,0.1121,(null),(null),(null)
428-53,-5435.054519,14.4922453,0.26273,0.213655129
422-1,-150.8510139,13.2890549,0.72916,0.678190649
422-17,-3697.048704,12.4989693,0.45531,0.219753489
422-9,-1965.339335,13.2066883,0.49816,0.86304599
431-65,-462.8563775,20.3064662,0.3707,0.542459249
432-13,-451.9826077,16.9080398,0.77419,0.375789046
422-41,-4457.914244,10.6612022,0.3144,0.3206276
426-13,-2308.912041,21.3382959,0.29669,0.320338309
438-57,-56.47057752,27.2710227,0.23806,0.254839659
438-53,-54.67228135,27.2930948,0.30451,0.175478399
431-41,-322.8181909,20.3549775,0.36604,0.486461878
428-69,-5480.968682,15.0600751,0.247,0.315040469
431-69,-420.8712469,20.4762785,0.35648,0.567579329
422-69,-4279.371688,9.884411936,0.22589,0.217440337
391-29,-4377.828368,11.90871588,0.34162,0.270215809
445-33,-4846.6057,14.90944422,0.52933,(null)
423-5,-4394.616584,11.77009532,0.31399,(null)
423-25,-4798.320359,12.85544191,0.35903,(null)
423-33,-3287.542124,14.36959503,0.48674,(null)
441-73,-319.5997758,23.00082112,0.33991,0.301732481
87-10,0.1121,6.58,0.1097,0.206258848
146-79,0.1121,3.91,0.1389,0.126211718
157-32,-4691.607113,2.63,0.4783,0.13133499
163-36,0.1121,10.05,0.5126,0.30719772
68-33,-2350.215988,13.25,0.2848,0.445999414
366-1,-130.780625,16.39,0.103,0.122770675
213-13,-943.525625,18.52,0.5418,0.22822389
82-17,-410.6845375,27.87,0.1567,0.113766521
155-1,0.1121,7.04,0.6847,0.161183104
183-25,-1531.75435,19.66,0.3582,0.24467513
219-17,-4393.932044,3.15,0.2618,(null)
215-31,0.1121,10.09,0.1469,0.267313719
445-29,-3341.230942,15.14378583,0.59877,0.420754313
450-21,-92.46253197,26.0130234,(null),0.109980598
453-5,-2260.556755,15.0835799,(null),0.546337843
453-13,-3982.475296,14.711706,(null),0.416903108
454-81,-4107.38362,9.5165107,(null),0.609214485
455-41,-3206.83546,15.16242,(null),0.505360961
443-57,-5400.672003,16.6493657,(null),0.14629598
449-29,-5499.600107,18.4884734,(null),0.172447115
450-9,-403.0758095,26.3920648,(null),0.13406767
451-5,-203.3118637,22.8295658,(null),0.180197701
87-83,0.1121,3.95,0.155,0.164556131
163-43,-4607.088131,9.77,0.2675,0.246984094
209-59,0.1121,1.72,0.441,0.153269023
330-33,-144.675625,17.61,0.2068,0.13347818
91-27,0.1121,2.36,0.4502,0.137665153
443-45,-4395.980492,16.6687047,(null),0.278419942
443-65,-5433.223004,16.4705664,(null),0.120272972
448-33,-524.6286951,22.1596495,(null),0.141810685
448-49,-260.7344036,20.5669013,(null),0.232717708
451-29,-3057.275148,22.0833261,(null),0.350675523
451-57,-1371.248439,19.3543913,(null),0.309528708
457-13,-742.2896591,21.58580866,(null),0.273679256
457-21,-1195.509482,21.34192479,(null),0.273155004
457-49,-160.5413673,19.40885304,(null),0.259386092
457-57,-189.3523522,19.28225882,(null),0.286612451
465-21,-4919.482602,10.3780715,(null),0.149504721
465-53,-159.0740236,12.59458987,(null),0.394875795
456-61,-4559.874181,12.97090833,(null),0.304423809
316-87,-4700.209856,12.89277473,(null),0.235203862
316-71,-4532.079141,12.75784381,(null),0.243933931
316-74,-4429.429939,12.77437798,(null),0.220760301
423-17,-4474.713206,12.08760557,0.36067,(null)
441-9,-711.8085568,23.58883828,0.13807,0.088947393
441-61,-149.541503,23.04639677,0.63388,0.216137186
441-25,-103.6993467,23.69975238,0.21977,0.092702419
94-41,-4124.751113,13.95,0.1346,0.46764192
159-55,0.1121,1.6,0.2438,0.316192597
452-41,-5559.916062,17.07928871,(null),0.223611698
452-25,-5470.277353,17.0967108,(null),0.252921343
442-53,-1410.075477,17.87860567,0.37965,0.405407935
451-69,-59.80262277,17.8813219,(null),0.639648139
208-43,0.1121,12.24,0.1733,0.197431237
221-4,0.1121,14.21,0.501,0.415349662
385-33,-444.32375,19.0870768,0.1396,0.354819685
298-73,-61.9,15.93,0.2448,0.359181195
297-77,-128.224375,22.82,0.4306,0.425791562
160-78,-4364.568581,4.51,0.171,(null)
144-57,0.1121,4.1,0.189,0.123517193
194-41,-1569.187313,24.5,0.1484,0.091058411
207-1,-69.835,12.41,0.616,(null)
311-13,-51.10125,23.9392989,0.3098,0.652835548
158-32,0.1121,1.8,0.1381,0.186769217
120-1,-5106.926,15.92,0.1633,0.411288232
216-47,-3406.753113,7.26,1.4069,(null)
302-5,-177.3929487,23.42,0.3733,0.309905082
116-17,-5315.510425,18.58,0.5411,0.096550256
159-7,0.1121,0.87,0.1455,(null)
450-41,-1525.747076,25.8474272,(null),0.222641304
302-45,-146.36125,21.84,0.7339,0.389214307
146-24,0.1121,2.45,0.1299,0.097085781
161-63,-4377.846181,6.5,0.3158,(null)
316-27,-3140.127281,9.7109659,0.2151,(null)
308-65,-4466.756875,15.24,0.4212,0.212418094
76-69,-55.247775,18.18,0.1142,0.427165687
13-73,-59.8213625,16.87,0.1097,0.407211334
100-81,-41.411575,15.72,0.1852,0.464631021
162-72,0.1121,8.87,0.2377,0.172011316
214-33,-1438.905625,15.8515908,0.4772,0.411928028
241-13,-74.5675,15.2523547,0.125,0.470742255
209-53,0.1121,1.96,0.241,0.170793802
14-13,-633.113925,26.51,0.2197,0.070933655
4-81,-44.50175,12.96,0.2734,0.447113633
360-17,-4773.50625,13.18,0.3774,0.228411123
432-25,-641.9007707,15.6588185,0.66016,0.317014068
448-57,-1077.342158,20.090662,(null),0.213445783
451-33,-1748.658134,21.4396358,(null),0.152084678
145-25,0.1121,1.66,0.1308,0.229491606
159-54,0.1121,1.93,0.1902,(null)
216-6,0.1121,9.26,0.1014,0.148275256
213-97,-74.195625,15.13,0.1415,0.226863265
221-36,0.1121,12.98,0.1592,0.20630531
269-57,-63.666875,16.77,0.1709,0.558358669
189-81,0.1121,16.47,0.1828,0.197375283
7-13,-631.16245,23.33,0.2376,0.740497887
64-5,-589.980525,25.42,0.1343,0.232079551
160-19,-4429.477506,2.71,0.1746,(null)
219-62,-4233.216825,2.41,0.122,0.144651636
373-93,-5537.38125,15.5629797,0.1902,0.169389024
364-57,-649.104375,18.58,0.5916,0.58915329
144-3,0.1121,5.53,0.1201,0.11625348
164-80,0.1121,2.42,0.5374,(null)
214-1,-55.5175,15.3578408,0.2132,0.229365155
86-61,0.1121,8.81,0.1607,0.136884466
87-21,0.1121,6.31,0.2735,0.190881848
505-41,-4867.809126,11.97283786,(null),1.060565472
470-42,-454.629102,23.62466011,(null),0.197382614
473-43,-4560.26028,3.235029653,(null),(null)
473-44,-4557.085109,3.243149194,(null),(null)
481-45,-94.15686029,21.15955239,(null),0.248390079
471-45,-3178.299785,8.760029035,(null),(null)
505-45,-4666.80719,11.7713003,(null),0.982800364
517-45,-97.75715497,17.20375764,(null),3.006985664
472-45,-4444.868793,5.258019609,(null),0.135186449
472-46,-4441.877495,5.263999749,(null),0.137974352
472-48,-4462.76824,5.20138412,(null),0.154594705
467-49,-486.149042,22.58469175,(null),0.151485264
473-51,-4559.514778,2.989509702,(null),0.124284953
471-51,-3069.619592,8.403659872,(null),0.234512135
516-53,-829.2012378,22.02211066,(null),0.267401218
473-54,-4571.646365,2.59206013,(null),(null)
469-57,-49.93620045,16.0638375,(null),0.205186233
516-61,-302.2602349,21.55369712,(null),0.255051911
482-61,-5552.679256,18.35094704,(null),0.159237713
471-62,-3218.560595,7.593475568,(null),0.252622366
513-65,-135.7002912,24.66214189,(null),0.168008089
468-65,-64.87466115,15.1956236,(null),0.323756158
483-65,-30.28785676,26.99546236,(null),0.454816401
473-68,-4547.500944,1.742929977,(null),0.351850897
480-69,-182.8355825,26.37294208,(null),0.18120113
481-69,-60.84760307,18.39649745,(null),0.43040511
471-69,-3315.701776,7.236396135,(null),0.162493527
469-73,-49.93204997,16.7478916,(null),0.199814081
472-74,-4534.690048,4.221558282,(null),0.097982481
473-76,-4517.506819,1.142837403,(null),0.238972634
482-77,-5567.524381,18.81772855,(null),0.145872191
472-77,-4579.563632,4.117135236,(null),0.114037104
519-77,-5529.94134,13.04405849,(null),0.209938243
470-78,-536.0334624,22.84740396,(null),0.28695184
472-79,-4460.589187,3.978109438,(null),0.121493362
391-14,-4568.054037,12.47286707,(null),0.236734822
316-84,-4923.684591,12.79515219,(null),0.217405006
491-9,-5538.838908,20.85067615,(null),0.127764389
495-9,-4740.538098,24.74315576,(null),0.106041096
464-1,-18.76654282,25.03236431,(null),0.265745699
520-9,-76.07328,12.84763516,(null),0.458964646
471-8,-3474.260128,10.11613599,(null),0.248519003
472-6,-3775.87648,7.405913411,(null),0.232023686
489-5,-2941.365209,18.60398614,(null),0.139119238
468-5,-216.2898606,19.71862567,(null),0.229526445
418-32,-1568.257963,23.5395832,(null),0.195221826
504-5,-2275.673011,10.78048647,(null),0.290555924
485-4,-4599.704633,13.50797181,(null),0.184227571
471-2,-3426.656294,10.12522349,(null),0.197634026
491-1,-5401.064152,20.6578502,(null),0.132504418
458-37,-93.79474058,15.52813779,(null),0.604444981
485-1,-4587.074051,13.19271135,(null),0.190178633
516-1,-311.8419989,22.83399623,(null),0.425395429
458-65,-69.08131019,13.97063293,(null),0.547582746
458-69,-58.79238487,13.99368402,(null),0.573444426
480-1,-82.79880128,26.85039809,(null),0.142094627
467-1,-196.04936,24.54575139,(null),0.120498739
502-1,-5648.250005,28.04749764,(null),0.154022709
493-1,-5641.683472,22.36150646,(null),0.130013123
482-101,-5476.163127,19.0608254,(null),0.181427166
266-21,-1788.887127,17.95128491,(null),0.194454104
473-13,-4406.910033,4.048698668,(null),0.112568654
490-13,-5358.720035,20.59177033,(null),0.138526201
464-69,-48.39239344,23.37742295,(null),0.172431752
391-8,-4593.551108,12.90756179,(null),0.183567062
482-21,-5559.478003,17.72598802,(null),1.425624728
531-21,-190.4899853,16.24021115,(null),0.374973029
458-17,-2386.36301,18.08480401,(null),0.387873739
464-21,-27.50176817,24.60459258,(null),0.285275221
473-23,-4475.091741,3.448087816,(null),0.135013208
471-24,-3451.44673,9.218540138,(null),0.260477513
470-26,-871.0455656,23.86153633,(null),0.208901376
471-28,-3421.693409,9.025113247,(null),0.209625885
473-29,-4484.022773,3.301765702,(null),(null)
519-33,-3439.474206,13.65676285,(null),0.334033906
482-33,-5550.820981,17.88970907,(null),0.210185781
469-33,-171.9903483,15.36280328,(null),0.221216261
505-33,-4648.381509,12.31764197,(null),0.55113399
473-34,-4564.87104,3.552990717,(null),(null)
483-37,-49.23102774,26.97616523,(null),0.376202673
469-37,-212.7965843,15.01417268,(null),0.279259145
471-38,-3292.040214,8.853374304,(null),0.187457785
471-39,-3240.347372,8.854079545,(null),0.213544622
471-40,-3230.189654,8.855035651,(null),(null)
519-41,-4908.776786,13.96280746,(null),0.454355359
469-25,-126.6500913,14.87826625,(null),0.341047019
468-37,-173.414619,17.64830301,(null),0.532332122
481-89,-66.68147548,19.00217287,(null),0.171946853
391-15,-4640.214696,12.44748641,(null),0.328565747
266-69,-4887.238199,16.48239152,(null),0.232928753
418-39,-228.5138452,22.67989741,(null),0.546966493
464-9,-15.75201481,24.85215788,(null),0.405735373
465-9,-4573.799473,9.526952109,(null),0.153568536
470-64,-338.426863,23.33797549,(null),0.134792373
391-48,-4106.916485,10.73141759,(null),0.313544661
479-9,-4771.294327,13.05796631,(null),0.180432051
464-33,-31.87997478,24.23201691,(null),0.163651258
470-4,-293.2646791,24.27895559,(null),0.216506302
470-12,-472.7959931,24.48343777,(null),0.195126504
487-13,-5145.340069,17.96094325,(null),0.18209523
446-49,-165.2308069,23.967439,(null),0.170484006
4-25,-2966.747119,15.65,0.2711,0.420771122
67-45,-588.6321,14.03,0.5405,0.273761481
51-57,-1425.687113,20.55,0.1477,0.493137211
53-9,-4859.169406,13.72,0.1742,0.242569804
19-82,-57.925625,15.5891602,0.1673,(null)
92-14,-3354.494144,5.36,0.1475,0.087860413
92-16,0.1121,5.87,0.157,0.087595701
108-45,-1087.205038,15.95,0.1369,0.686667144
146-17,0.1121,2.25,0.3214,0.150289148
147-40,-3047.129469,6.13,0.1229,0.155666113
163-31,0.1121,10.31,0.1427,0.212566063
166-61,0.1121,3.06,0.1829,0.117889576
170-57,0.1121,18.25,0.22,0.145600468
162-44,-3474.405238,8.72,0.3226,0.141314968
176-37,-823.6193188,24.8,0.1706,0.164616555
209-46,0.1121,2.21,0.1611,0.144490406
216-59,0.1121,7.15,0.2178,0.164735228
216-60,0.1121,7.21,0.146,0.155224323
220-41,-4371.376663,0.82,0.2164,(null)
219-25,-4427.864144,3.51,0.2633,0.209641665
367-33,-4662.63625,17.36,0.2534,0.119110979
367-49,-4533.896875,17.1,0.4148,0.108604066
299-73,-56.18375,16.11,0.2502,0.730957925
343-13,-1165.51,21.59,0.2199,0.200504839
402-41,-5363.96,15.2533269,0.7135,0.265004963
404-69,-1338.47625,18.7477713,0.28,0.247142479
271-49,-103.486875,25.01,0.3515,0.243042976
321-19,0.1121,11.92,0.1326,0.355532646
321-54,0.1121,9.29,0.5199,0.221120507
321-59,0.1121,9.08,0.5843,0.291565448
315-36,0.1121,13.02,0.3327,0.341845214
302-85,-116.0475,18.16,0.2627,0.321107894
306-25,-80.678125,14.04,0.412,0.37918061
269-73,0.1121,18.5,0.637,0.358944416
296-17,-2610.605625,26.21,0.2598,0.069413505
150-27,-4135.542244,3.6877022,0.0873,(null)
142-12,0.1121,(null),0.1724,(null)
149-42,-2965.010763,6.0380493,0.1312,(null)
140-47,-3913.203238,4.1147855,0.1442,(null)
141-64,-4395.910913,6.6017993,0.1624,(null)
215-16,-4766.480788,10.44,0.1555,0.304980844
333-9,-45.766875,24.1393684,0.3888,0.142420962
158-21,-4575.273813,2.11,0.1361,0.202886939
158-55,0.1121,0.62,0.2139,(null)
161-58,-4453.211569,7.02,0.2267,(null)
163-72,0.1121,9.75,0.3697,0.191335395
167-35,0.1121,12.67,0.1463,0.45742771
76-37,-588.3743875,16.63,0.1305,0.149064749
69-9,-1250.699181,19.09,0.1129,0.399977922
8-78,-58.575625,15.5415213,0.2427,(null)
60-17,-1325.207238,22.69,0.1726,0.263509691
77-37,-2029.409831,21.17,0.3678,0.148499131
66-33,-835.1725188,21.38,0.4808,1.649888277
51-53,-1754.38805,20.02,0.2268,0.38306579
51-81,-728.131775,18.5,0.247,0.439543962
53-45,-4506.832925,13.06,0.6141,0.250938267
83-73,-57.77698125,18.49,0.2814,0.681873679
65-32,0.1121,29.24,0.1394,0.163827732
116-1,-5459.055475,18.91,0.2551,0.109564126
120-9,-5118.557794,16.37,0.2099,0.211075991
297-81,-99.456875,22.95,0.2265,0.368475944
358-13,-137.626875,21.1585351,0.4381,0.629832745
307-37,-224.551875,15.64,0.3842,0.249157786
302-9,-103.9346154,23.24,0.1964,0.427318275
305-37,-104.8675,16.62,0.1467,0.502421021
187-1,0.1121,12.72,0.3992,0.306453049
187-5,0.1121,12.9,0.1446,0.300548702
164-74,0.1121,2.55,0.3088,0.174158216
